,race,age_cat,score_text,v_score_text,priors_count,age_cat,two_year_recid
1035,1,1,0,0,0,1,0
1036,0,0,1,1,0,0,1
1037,0,0,1,1,0,0,0
1041,0,1,0,0,1,1,0
1042,0,1,1,0,1,1,0
1043,0,1,0,0,0,1,1
1044,1,0,1,0,0,0,0
1045,0,1,0,0,0,1,1
1046,0,1,1,1,0,1,1
1047,1,0,1,1,0,0,1
1049,1,1,0,0,0,1,1
1050,0,1,0,0,0,1,0
1052,1,1,0,0,0,1,0
1053,0,0,0,1,0,0,1
1054,1,0,1,1,0,0,1
1055,1,1,0,0,0,1,0
1056,1,1,0,0,0,1,1
1057,0,0,0,1,0,0,0
1058,0,0,1,1,0,0,0
1059,0,1,1,0,0,1,1
1060,1,1,0,0,0,1,0
1061,1,1,0,0,0,1,1
1062,1,1,1,1,1,1,1
1063,0,0,1,1,0,0,1
1065,1,1,0,0,1,1,0
1066,0,1,0,0,0,1,1
1069,1,1,0,0,0,1,0
1070,1,1,0,0,0,1,0
1071,1,1,1,0,0,1,0
1072,1,0,0,1,0,0,1
1073,0,1,0,0,0,1,0
1074,1,1,0,0,0,1,0
1075,0,0,0,0,0,0,1
1076,0,1,0,0,0,1,0
1077,1,1,0,0,0,1,0
1079,0,0,0,1,0,0,0
1080,0,0,1,1,0,0,0
1082,1,1,0,0,0,1,1
1085,1,1,0,0,0,1,0
1086,1,1,1,0,0,1,1
1087,0,1,1,1,1,1,1
1089,0,1,0,0,0,1,0
1091,0,1,1,0,0,1,0
1092,1,1,0,0,0,1,0
1093,0,1,0,0,0,1,0
1095,1,0,1,0,1,0,1
1097,0,1,0,0,0,1,0
1098,1,1,0,0,0,1,0
1099,0,1,0,0,1,1,1
1100,1,1,1,0,0,1,1
1101,1,1,1,1,1,1,1
1102,1,1,0,0,1,1,1
1103,0,1,0,0,0,1,0
1104,1,1,1,0,1,1,0
1105,0,0,1,1,0,0,1
1106,0,1,0,0,0,1,1
1107,0,1,0,0,0,1,0
1108,1,1,0,0,0,1,0
1111,1,1,1,0,1,1,0
1112,0,1,0,0,0,1,1
1113,0,1,1,0,0,1,1
1114,0,1,0,0,0,1,0
1115,1,1,0,0,0,1,0
1116,0,1,0,0,0,1,1
1117,0,1,0,0,0,1,0
1120,0,1,0,0,0,1,0
1122,1,0,0,0,0,0,0
1123,0,0,1,1,0,0,1
1124,1,1,1,0,0,1,1
1125,1,1,0,0,0,1,0
1126,0,0,1,1,0,0,0
1127,1,1,0,0,0,1,0
1128,0,0,1,1,1,0,0
1129,0,1,0,0,1,1,0
1130,0,1,1,1,1,1,1
1131,0,0,1,1,0,0,1
1133,0,1,0,0,0,1,1
1134,0,1,0,0,0,1,0
1136,0,1,1,0,1,1,1
1137,1,1,0,0,0,1,0
1138,1,1,0,0,1,1,0
1139,0,0,0,1,0,0,0
1140,0,1,1,1,0,1,0
1141,0,1,1,1,1,1,1
1143,1,0,1,0,0,0,0
1144,0,1,1,1,1,1,1
1145,0,1,1,0,0,1,0
1146,1,1,1,0,0,1,1
1147,0,1,0,0,0,1,0
1148,0,0,1,1,0,0,1
1149,0,0,1,1,0,0,1
1150,0,1,0,0,0,1,0
1151,0,0,0,1,0,0,0
1152,1,1,0,0,0,1,0
1153,0,1,0,0,0,1,0
1154,1,1,0,0,0,1,0
1155,1,1,1,0,1,1,1
1156,1,1,0,0,0,1,0
1157,0,1,0,0,0,1,0
1158,1,1,0,0,0,1,0
1159,1,1,0,0,1,1,1
1160,0,1,0,1,0,1,1
1162,0,0,1,1,0,0,1
1164,1,1,1,0,0,1,0
1165,0,0,1,1,0,0,0
1166,0,1,0,0,0,1,0
1167,0,0,1,1,0,0,1
1168,1,1,0,0,0,1,0
1169,0,1,1,0,0,1,0
1170,0,1,0,0,0,1,0
1171,1,1,1,1,0,1,1
1172,1,1,0,0,1,1,0
1173,0,1,0,0,0,1,1
1174,0,0,0,1,0,0,0
1175,1,1,0,0,0,1,1
1176,0,1,1,0,0,1,0
1179,0,0,1,1,0,0,0
1180,0,1,1,1,1,1,1
1181,1,1,0,0,0,1,0
1182,1,1,0,0,0,1,1
1183,1,1,0,0,0,1,1
1184,0,1,0,0,0,1,0
1185,0,1,1,0,1,1,1
1186,0,1,0,0,0,1,1
1187,0,1,1,1,0,1,1
1188,1,1,0,0,0,1,1
1189,0,1,0,0,0,1,0
1190,0,0,1,1,0,0,1
1192,1,1,1,0,0,1,1
1193,0,0,0,0,0,0,1
1194,1,1,0,0,0,1,0
1195,1,1,0,0,0,1,0
1196,0,1,0,0,0,1,0
1197,1,1,0,0,0,1,0
1198,0,1,0,0,0,1,1
1199,0,1,1,0,1,1,1
1201,1,1,0,0,0,1,0
1202,0,0,1,1,0,0,0
1203,0,0,1,1,0,0,0
1204,1,1,0,0,0,1,1
1205,0,1,0,0,0,1,1
1206,0,1,0,0,1,1,0
1208,0,1,1,1,1,1,1
1209,0,1,1,0,0,1,1
1210,0,1,0,0,0,1,0
1211,1,0,1,0,1,0,1
1212,1,1,0,0,0,1,1
1213,0,0,0,1,0,0,1
1214,1,1,0,0,1,1,1
1215,0,1,0,0,0,1,0
1216,0,1,1,1,1,1,1
1217,0,1,0,0,0,1,0
1218,1,1,0,0,0,1,0
1219,1,1,0,0,0,1,0
1220,0,0,1,1,0,0,0
1221,0,1,1,1,0,1,0
1222,0,1,1,1,1,1,1
1223,0,1,1,1,0,1,1
1225,0,0,1,0,1,0,1
1226,0,0,1,1,0,0,1
1227,0,1,0,0,0,1,0
1228,1,1,0,0,0,1,0
1229,0,1,0,0,0,1,0
1230,0,1,0,0,1,1,1
1231,1,1,0,0,0,1,1
1232,0,1,0,0,0,1,0
1234,1,0,1,1,0,0,0
1235,1,1,1,1,0,1,1
1236,0,0,0,1,0,0,1
1237,0,0,1,1,1,0,1
1238,1,0,1,1,0,0,1
1240,1,1,1,1,1,1,0
1241,0,1,0,0,0,1,1
1242,0,0,1,0,0,0,0
1243,1,1,1,0,1,1,0
1244,0,1,1,1,1,1,1
1245,1,1,1,0,0,1,0
1246,0,0,1,1,0,0,0
1247,0,1,1,1,1,1,1
1248,0,0,1,1,0,0,0
1249,0,1,1,1,1,1,1
1251,1,1,0,0,0,1,0
1252,1,0,1,1,0,0,1
1253,0,1,0,0,1,1,0
1254,0,1,0,0,0,1,0
1255,0,0,0,0,0,0,1
1257,1,1,1,0,1,1,0
1258,1,1,0,0,1,1,1
1260,1,1,1,1,1,1,1
1261,1,1,0,0,0,1,1
1262,0,1,1,0,0,1,0
1264,0,1,1,1,1,1,1
1265,1,1,0,0,0,1,0
1266,0,1,0,0,1,1,0
1268,0,1,1,1,1,1,1
1269,1,0,1,1,0,0,1
1270,0,1,0,0,0,1,1
1271,1,1,0,0,0,1,0
1272,1,1,0,0,0,1,0
1273,1,1,0,0,0,1,0
1274,1,0,0,0,0,0,0
1275,1,0,1,1,1,0,1
1276,1,1,1,0,0,1,1
1277,1,1,1,1,1,1,1
1278,1,1,0,0,0,1,0
1279,1,1,0,0,0,1,0
1280,1,1,1,0,1,1,0
1282,0,1,0,0,0,1,0
1284,1,1,0,0,0,1,0
1285,0,1,1,0,1,1,1
1286,1,0,1,1,0,0,1
1287,0,0,0,0,0,0,1
1288,0,1,1,1,1,1,1
1289,0,1,1,1,1,1,0
1291,0,1,1,1,1,1,0
1292,0,1,1,0,1,1,1
1294,0,1,1,1,1,1,1
1295,1,1,0,0,0,1,0
1297,0,1,1,1,0,1,1
1298,0,0,1,1,0,0,1
1300,0,1,1,1,1,1,0
1301,1,1,0,0,0,1,0
1302,0,0,1,1,0,0,1
1303,0,1,1,0,0,1,0
1304,0,1,1,1,1,1,1
1305,0,1,0,0,0,1,0
1306,1,1,0,0,0,1,0
1307,0,0,0,0,0,0,1
1308,0,0,0,1,0,0,1
1309,1,1,0,0,1,1,1
1310,1,1,0,0,0,1,1
1311,1,1,0,0,1,1,0
1312,1,1,0,0,0,1,0
1314,0,1,0,0,0,1,0
1315,1,1,0,0,0,1,0
1316,0,1,1,0,0,1,0
1317,0,0,0,1,0,0,0
1318,0,1,1,1,1,1,1
1320,0,1,1,0,1,1,1
1322,0,0,1,1,0,0,1
1323,0,1,0,0,0,1,1
1324,1,0,1,1,0,0,1
1326,0,1,0,0,0,1,0
1327,0,1,1,1,1,1,1
1328,0,1,0,0,1,1,1
1329,0,0,0,1,0,0,0
1330,1,1,1,0,0,1,1
1331,1,1,0,0,0,1,0
1332,1,1,0,0,0,1,0
1334,0,1,1,0,1,1,0
1335,0,1,0,0,0,1,0
1336,0,1,1,0,1,1,1
1337,0,0,0,0,0,0,0
1338,0,1,0,0,0,1,0
1340,1,1,0,0,0,1,0
1342,0,1,1,0,1,1,0
1343,1,1,0,0,1,1,0
1345,1,1,0,0,0,1,0
1346,1,1,0,0,0,1,1
1347,0,1,0,0,0,1,0
1348,1,1,1,0,1,1,1
1349,0,1,1,1,1,1,1
1350,1,1,0,0,0,1,0
1351,0,1,0,0,1,1,1
1352,1,0,0,1,0,0,0
1353,0,1,0,0,0,1,0
1356,0,0,1,1,1,0,1
1358,0,1,1,0,0,1,0
1359,0,1,1,0,1,1,1
1360,1,0,0,0,0,0,1
1361,0,0,1,1,0,0,1
1362,1,1,0,0,0,1,0
1363,1,1,1,0,1,1,1
1365,1,1,1,0,1,1,0
1367,0,1,1,0,0,1,0
1368,1,1,0,0,0,1,1
1369,0,1,1,1,1,1,0
1370,0,1,1,1,0,1,0
1371,0,1,1,0,1,1,0
1372,0,1,1,0,1,1,1
1374,0,1,1,0,1,1,1
1375,1,1,1,1,1,1,1
1376,0,1,0,0,0,1,0
1377,0,1,1,0,1,1,1
1378,0,1,0,0,0,1,0
1379,0,1,0,0,0,1,0
1380,1,1,0,0,0,1,0
1381,0,1,0,0,0,1,0
1382,1,1,1,0,1,1,0
1383,0,1,1,1,0,1,1
1384,1,1,0,0,0,1,1
1386,0,1,1,0,1,1,1
1387,1,1,1,0,1,1,1
1388,0,0,1,1,0,0,1
1389,1,0,1,1,0,0,0
1391,1,1,0,0,0,1,0
1392,1,1,1,0,0,1,1
1393,0,0,0,0,0,0,0
1395,0,1,1,0,1,1,1
1396,1,0,0,0,0,0,1
1397,0,1,1,0,1,1,0
1398,0,0,1,1,0,0,1
1400,0,1,1,0,1,1,1
1401,0,0,1,1,1,0,1
1402,0,1,1,1,1,1,1
1403,0,1,1,1,1,1,0
1404,0,0,0,1,0,0,0
1405,0,1,1,1,1,1,1
1406,0,0,1,0,0,0,0
1407,0,1,0,0,1,1,0
1409,1,1,0,0,0,1,0
1410,1,1,0,0,0,1,0
1411,0,1,0,0,0,1,1
1412,0,0,1,1,0,0,1
1413,0,1,1,1,1,1,0
1414,1,0,1,1,0,0,1
1415,1,1,0,0,0,1,1
1416,0,1,1,1,1,1,0
1417,0,1,0,0,0,1,0
1418,1,1,0,0,0,1,0
1419,1,0,0,1,0,0,0
1420,1,1,0,0,0,1,0
1421,0,1,1,0,1,1,0
1422,1,1,1,1,1,1,1
1423,0,1,0,0,0,1,0
1424,0,1,1,0,0,1,1
1425,0,1,0,0,0,1,0
1426,1,1,0,0,1,1,0
1427,0,0,1,1,0,0,0
1428,1,0,1,1,0,0,1
1429,1,1,1,0,0,1,1
1432,0,1,1,0,0,1,0
1433,1,1,1,0,0,1,0
1434,0,1,1,0,1,1,1
1435,1,1,0,0,0,1,0
1436,0,0,1,1,0,0,1
1437,0,1,1,0,0,1,1
1438,1,1,1,0,0,1,1
1439,1,0,1,1,0,0,0
1440,1,1,1,0,0,1,1
1441,1,0,1,1,0,0,1
1443,0,1,0,0,0,1,0
1444,1,1,0,0,0,1,0
1445,1,1,0,0,0,1,0
1446,0,0,1,1,0,0,0
1447,1,1,0,0,0,1,0
1450,0,0,1,0,0,0,1
1451,1,1,0,0,0,1,1
1452,0,1,1,0,0,1,0
1453,0,1,0,0,0,1,0
1455,0,1,0,0,1,1,0
1456,0,1,1,0,1,1,1
1457,0,1,1,1,1,1,0
1458,1,1,0,0,0,1,0
1459,0,1,0,0,0,1,1
1460,0,1,1,0,1,1,0
1461,0,1,0,0,0,1,0
1462,0,1,0,0,0,1,0
1463,1,1,0,0,0,1,0
1464,1,1,0,0,1,1,0
1465,0,1,0,0,0,1,0
1467,0,1,1,1,1,1,1
1468,0,1,0,0,0,1,0
1469,0,1,1,1,1,1,1
1470,1,1,1,0,0,1,1
1471,0,1,0,0,1,1,0
1472,0,1,0,0,0,1,1
1473,0,1,1,1,1,1,0
1474,1,1,0,0,0,1,0
1475,0,1,1,1,1,1,1
1476,1,1,1,0,1,1,1
1477,1,1,1,0,1,1,1
1478,1,0,0,0,0,0,0
1479,0,1,0,0,0,1,0
1482,1,1,0,0,0,1,0
1483,1,1,0,0,0,1,1
1484,1,1,0,0,0,1,0
1485,0,1,0,0,0,1,0
1486,0,1,0,0,0,1,0
1487,0,1,1,0,0,1,0
1488,0,0,0,1,0,0,0
1489,1,1,0,0,0,1,0
1490,1,1,0,0,0,1,0
1491,0,1,1,1,0,1,1
1492,1,0,1,0,0,0,0
1493,1,1,0,0,0,1,0
1494,0,1,1,1,1,1,1
1495,0,1,1,1,1,1,1
1496,0,0,0,0,0,0,0
1497,1,1,0,0,0,1,1
1498,1,0,1,1,0,0,0
1499,0,0,0,1,0,0,0
1500,1,1,0,0,0,1,0
1501,0,1,1,0,0,1,0
1502,0,1,0,0,0,1,0
1503,0,1,0,0,0,1,0
1504,1,1,0,0,0,1,0
1505,0,0,1,1,0,0,0
1506,1,1,0,0,0,1,0
1507,0,1,0,0,0,1,1
1508,0,1,0,0,0,1,0
1509,1,1,0,0,0,1,1
1510,0,1,0,0,0,1,0
1512,0,1,0,0,0,1,0
1513,1,1,0,0,0,1,1
1514,0,0,0,1,0,0,0
1515,0,1,1,0,0,1,0
1516,0,1,0,0,0,1,1
1517,0,1,1,1,1,1,0
1518,1,1,0,0,0,1,1
1519,1,1,0,0,0,1,0
1521,1,1,1,1,1,1,1
1522,0,1,0,0,0,1,1
1523,0,0,0,0,0,0,1
1527,0,1,1,1,0,1,1
1528,1,1,0,0,1,1,1
1531,0,1,1,1,1,1,1
1532,0,1,1,1,1,1,1
1533,0,1,1,1,1,1,1
1535,1,1,1,0,0,1,0
1536,1,1,0,0,0,1,1
1537,1,1,0,0,0,1,0
1538,0,1,1,0,1,1,0
1539,0,1,1,0,1,1,0
1541,1,1,1,0,0,1,0
1542,0,1,1,0,1,1,1
1543,1,1,1,1,0,1,0
1544,0,1,0,0,0,1,0
1545,1,1,1,0,1,1,0
1546,0,1,1,0,0,1,0
1547,0,0,1,1,0,0,1
1548,1,1,0,0,0,1,0
1549,0,1,0,0,0,1,0
1550,0,1,1,1,1,1,1
1551,1,1,0,0,0,1,1
1553,1,1,0,0,0,1,0
1554,0,0,1,1,0,0,1
1555,0,1,1,0,1,1,1
1556,1,1,1,0,1,1,1
1557,1,1,1,0,1,1,0
1558,0,1,0,0,0,1,0
1559,1,1,0,0,0,1,0
1560,0,1,1,1,1,1,1
1561,0,1,0,1,0,1,0
1562,0,1,1,0,0,1,1
1563,1,1,0,0,0,1,0
1564,1,1,0,0,0,1,0
1565,0,1,1,1,1,1,0
1566,0,1,1,1,1,1,0
1567,1,1,0,1,0,1,1
1568,0,1,0,0,0,1,1
1569,0,0,1,0,0,0,0
1570,1,1,0,0,0,1,0
1571,0,1,0,0,1,1,1
1573,0,0,0,0,0,0,0
1574,1,1,0,0,1,1,1
1575,1,1,1,1,0,1,0
1576,0,0,1,1,0,0,1
1577,1,1,0,0,0,1,0
1578,1,1,0,0,0,1,0
1580,1,0,0,0,0,0,1
1581,0,0,1,1,0,0,1
1583,0,1,0,0,0,1,0
1585,0,1,0,0,0,1,0
1586,1,0,1,1,0,0,0
1587,0,0,0,1,0,0,1
1588,1,1,0,0,0,1,0
1590,1,1,1,1,1,1,1
1591,1,1,0,0,0,1,1
1592,1,0,1,1,0,0,1
1594,0,1,1,1,0,1,0
1595,0,1,1,1,1,1,1
1596,0,1,0,0,0,1,1
1597,0,1,1,1,1,1,0
1598,0,1,1,1,0,1,0
1599,1,1,1,0,1,1,1
1600,0,1,0,0,0,1,0
1601,0,1,1,1,0,1,1
1603,0,1,0,0,1,1,1
1604,0,0,0,1,0,0,1
1605,1,1,0,0,0,1,0
1607,0,0,1,1,0,0,1
1608,0,0,1,1,0,0,1
1609,1,1,1,1,1,1,1
1610,0,1,0,0,0,1,1
1611,0,1,1,1,1,1,1
1612,1,1,0,0,0,1,0
1613,1,1,0,0,1,1,0
1614,0,1,1,1,1,1,1
1615,0,1,1,1,1,1,1
1616,0,1,1,1,1,1,1
1617,0,1,0,0,0,1,0
1619,0,1,0,0,0,1,0
1620,0,1,1,1,0,1,0
1621,1,1,1,0,0,1,1
1622,1,1,0,0,0,1,0
1623,0,0,1,1,0,0,0
1624,0,1,1,1,1,1,1
1625,1,1,0,0,0,1,0
1626,0,0,1,1,0,0,1
1627,0,0,1,1,0,0,0
1628,1,1,0,0,0,1,0
1629,0,1,1,1,1,1,0
1630,0,1,1,1,0,1,0
1631,1,1,0,0,0,1,1
1632,1,1,0,0,0,1,0
1633,0,1,1,1,1,1,0
1636,0,0,0,0,0,0,1
1637,0,1,1,0,1,1,1
1638,0,1,0,0,0,1,0
1639,1,0,0,1,0,0,0
1640,0,1,1,1,1,1,1
1641,0,1,0,0,0,1,0
1642,0,1,0,0,0,1,0
1643,0,1,1,1,1,1,1
1644,0,1,0,0,0,1,1
1645,1,1,0,0,0,1,0
1646,0,1,0,0,0,1,0
1647,1,0,1,1,0,0,1
1648,0,1,0,0,0,1,0
1649,0,0,1,1,1,0,0
1650,1,1,0,0,0,1,0
1651,1,1,0,0,0,1,0
1652,0,1,0,0,0,1,0
1653,0,0,0,1,0,0,0
1654,1,0,0,1,0,0,0
1655,0,1,0,0,0,1,0
1656,1,1,1,0,1,1,0
1657,0,1,1,1,0,1,0
1658,0,1,1,1,0,1,1
1659,0,1,0,0,0,1,0
1660,1,1,0,0,0,1,0
1661,1,0,0,0,0,0,1
1663,0,1,0,0,0,1,1
1664,1,1,0,0,0,1,1
1666,0,1,0,0,0,1,0
1667,0,1,1,0,1,1,1
1668,0,1,1,1,1,1,0
1669,0,1,1,1,1,1,0
1670,0,1,1,0,1,1,1
1671,1,1,0,0,0,1,0
1672,0,1,0,0,1,1,0
1673,1,1,0,0,0,1,1
1674,1,1,0,0,0,1,0
1675,1,1,0,0,0,1,0
1676,0,1,0,0,0,1,1
1677,0,1,0,0,0,1,0
1680,0,1,1,1,1,1,1
1682,0,1,0,0,0,1,0
1683,0,1,1,0,1,1,1
1684,0,0,1,1,0,0,0
1685,1,1,0,0,0,1,0
1686,0,0,1,1,0,0,1
1687,1,1,0,0,0,1,1
1688,1,1,0,0,0,1,1
1689,0,1,1,0,0,1,0
1690,0,1,1,1,1,1,1
1691,0,1,1,1,0,1,0
1692,0,1,1,1,1,1,1
1693,0,1,1,0,0,1,0
1694,0,1,0,0,1,1,1
1695,0,1,1,1,0,1,1
1696,1,1,1,1,1,1,1
1697,0,1,0,0,1,1,0
1699,0,1,0,0,0,1,0
1700,1,1,0,0,0,1,0
1701,0,1,0,0,0,1,0
1703,1,1,0,0,0,1,1
1704,0,1,0,0,0,1,0
1705,1,1,0,0,0,1,1
1706,0,1,0,0,0,1,0
1707,0,1,0,0,0,1,0
1708,0,1,0,0,0,1,0
1709,0,1,0,0,0,1,0
1710,0,1,0,0,1,1,0
1711,0,1,0,0,0,1,0
1712,0,1,1,0,0,1,1
1713,0,1,1,0,0,1,0
1714,1,1,0,0,0,1,0
1715,0,1,0,0,0,1,0
1716,0,1,1,1,1,1,1
1717,0,1,1,0,1,1,0
1718,1,1,0,0,0,1,0
1719,1,1,0,0,0,1,0
1720,1,1,0,0,0,1,0
1721,0,1,0,0,0,1,0
1722,0,1,0,0,1,1,0
1723,0,0,1,1,0,0,0
1725,0,1,1,0,0,1,1
1726,0,0,0,0,0,0,0
1727,0,1,1,1,0,1,0
1728,1,0,1,0,0,0,0
1729,0,1,1,1,1,1,1
1730,0,1,0,0,0,1,0
1731,0,1,0,0,0,1,0
1733,1,1,0,0,0,1,0
1734,1,0,0,1,0,0,1
1735,0,1,1,0,0,1,0
1738,0,0,1,1,0,0,1
1739,0,0,1,1,0,0,1
1740,0,1,0,0,0,1,0
1742,1,1,0,0,0,1,0
1743,0,1,0,0,0,1,0
1746,0,0,0,1,0,0,1
1747,1,1,0,0,0,1,0
1748,1,1,1,1,0,1,0
1749,0,1,1,0,1,1,1
1751,0,1,1,0,1,1,1
1753,1,1,1,0,1,1,0
1754,1,1,0,0,0,1,0
1757,1,1,0,0,0,1,0
1758,1,0,0,1,0,0,0
1759,0,1,1,1,0,1,0
1760,1,1,0,0,0,1,0
1761,0,0,1,1,0,0,1
1763,1,1,1,1,1,1,1
1764,1,1,0,0,0,1,0
1765,0,1,1,0,1,1,1
1766,1,1,1,0,0,1,1
1767,1,0,0,1,0,0,1
1768,0,1,1,1,0,1,1
1769,1,1,0,0,0,1,0
1770,0,1,1,0,0,1,1
1772,1,1,0,0,0,1,1
1773,0,1,1,0,0,1,0
1774,1,0,1,1,1,0,1
1775,1,0,1,1,0,0,1
1776,0,1,1,0,0,1,0
1777,0,1,0,0,0,1,1
1779,0,0,0,1,0,0,0
1780,0,1,0,0,0,1,0
1781,1,1,0,0,0,1,0
1784,0,1,0,0,0,1,1
1785,1,0,1,1,0,0,0
1786,1,1,0,0,0,1,0
1787,0,1,1,1,1,1,0
1789,0,1,0,0,0,1,0
1790,0,0,1,1,0,0,0
1791,0,1,1,0,0,1,1
1793,1,1,0,0,0,1,0
1794,1,1,0,0,0,1,0
1796,1,1,1,0,1,1,1
1797,0,0,1,1,0,0,1
1798,0,1,1,1,0,1,0
1799,1,1,1,0,0,1,1
1800,1,1,1,1,0,1,0
1801,0,1,0,0,0,1,0
1802,0,1,0,0,0,1,0
1803,0,1,1,1,1,1,1
1804,1,1,0,0,0,1,0
1805,0,1,1,0,1,1,0
1806,0,0,1,1,0,0,0
1807,1,1,0,0,0,1,0
1808,1,1,1,0,0,1,0
1809,1,1,0,0,1,1,1
1810,1,1,0,0,0,1,0
1811,0,1,0,0,0,1,0
1813,0,1,1,1,1,1,1
1814,1,1,0,0,0,1,0
1815,1,1,0,0,0,1,0
1816,0,1,0,0,0,1,0
1817,1,1,1,0,1,1,1
1818,0,0,1,1,0,0,1
1819,0,1,1,1,1,1,1
1820,0,0,1,1,0,0,1
1821,0,0,1,1,0,0,0
1822,0,1,1,1,0,1,1
1823,0,1,1,0,0,1,1
1824,1,1,0,0,0,1,1
1825,1,1,0,0,0,1,0
1826,1,1,1,0,1,1,1
1827,0,1,1,1,1,1,1
1829,0,1,0,0,1,1,1
1830,0,1,1,1,1,1,0
1831,0,1,0,0,0,1,0
1832,0,1,0,0,1,1,1
1834,1,1,0,0,0,1,0
1837,1,1,1,1,1,1,0
1838,0,1,0,0,0,1,1
1839,0,1,0,0,0,1,0
1840,1,1,1,0,0,1,1
1841,0,1,0,0,0,1,0
1842,1,1,0,0,0,1,0
1843,1,1,1,0,1,1,1
1845,1,1,0,0,0,1,0
1846,1,1,0,0,0,1,0
1847,1,1,0,0,0,1,0
1848,1,1,1,1,0,1,1
1849,1,1,1,0,1,1,0
1850,1,1,0,0,0,1,0
1851,1,0,0,1,0,0,0
1852,0,0,0,1,0,0,1
1853,0,1,1,1,0,1,1
1854,1,1,0,0,0,1,0
1855,0,1,1,1,0,1,0
1856,1,1,0,0,0,1,1
1857,0,1,1,1,0,1,1
1858,0,1,0,0,0,1,0
1859,1,1,0,0,0,1,1
1861,0,1,1,0,1,1,1
1862,0,0,1,1,0,0,0
1863,1,1,0,0,0,1,0
1864,0,1,1,0,1,1,1
1865,0,0,1,1,0,0,0
1866,0,1,0,0,0,1,1
1867,0,1,1,0,0,1,1
1868,1,1,0,0,0,1,0
1869,0,1,0,0,1,1,1
1870,0,1,0,0,0,1,1
1871,0,1,0,0,0,1,0
1872,0,1,0,0,0,1,1
1873,0,1,0,0,0,1,1
1874,0,1,0,0,0,1,0
1875,0,1,0,0,0,1,0
1876,0,1,1,1,1,1,1
1877,0,1,1,0,1,1,1
1878,0,0,1,1,1,0,1
1880,0,0,1,1,0,0,1
1882,0,0,0,1,0,0,0
1885,0,1,0,0,0,1,0
1886,0,1,0,0,0,1,1
1887,0,1,1,0,1,1,1
1888,1,0,1,1,0,0,0
1889,1,1,1,0,1,1,1
1890,0,1,0,0,0,1,1
1891,1,1,0,0,0,1,0
1892,0,1,1,1,1,1,1
1893,1,1,0,0,0,1,0
1894,0,1,1,0,1,1,1
1895,1,0,1,1,0,0,1
1897,0,1,1,0,0,1,0
1898,0,0,1,1,0,0,1
1899,0,1,1,1,1,1,0
1900,0,1,0,0,0,1,1
1901,0,1,0,0,1,1,1
1902,0,1,0,0,0,1,0
1903,1,0,1,1,0,0,1
1904,1,1,0,0,0,1,0
1905,1,0,0,1,0,0,1
1906,0,0,1,1,0,0,0
1907,0,1,0,0,0,1,0
1908,1,1,0,0,0,1,0
1909,1,1,0,0,0,1,0
1910,1,1,0,0,0,1,1
1911,0,1,1,0,0,1,1
1912,1,1,0,0,0,1,0
1913,0,1,0,0,0,1,1
1914,0,1,1,1,1,1,1
1915,0,1,0,0,0,1,0
1916,1,1,1,0,0,1,1
1917,1,1,0,0,0,1,0
1919,0,1,1,1,1,1,1
1920,1,1,0,0,0,1,0
1921,0,0,1,1,0,0,1
1922,0,1,0,0,0,1,0
1923,0,1,1,1,1,1,1
1924,1,0,1,1,0,0,0
1925,1,1,1,1,0,1,1
1926,1,1,0,0,0,1,0
1927,1,1,1,0,0,1,1
1928,1,1,0,0,0,1,1
1929,1,1,0,0,0,1,0
1930,0,1,1,0,1,1,1
1931,0,1,0,0,0,1,0
1932,0,1,0,0,1,1,1
1933,0,1,0,0,1,1,1
1934,0,1,0,0,0,1,0
1935,0,0,1,1,0,0,0
1936,0,1,0,0,0,1,0
1937,1,1,0,0,0,1,0
1938,0,0,1,1,0,0,1
1939,1,1,0,0,0,1,1
1940,1,1,0,0,0,1,0
1941,1,0,1,0,0,0,1
1943,0,0,0,0,0,0,1
1944,1,1,1,1,1,1,0
1945,0,1,1,0,1,1,1
1946,0,1,0,0,0,1,0
1947,0,1,0,0,0,1,1
1948,1,1,0,0,0,1,0
1949,0,1,1,0,1,1,1
1950,0,1,0,0,0,1,1
1951,1,1,0,0,0,1,0
1952,0,0,1,1,0,0,0
1954,0,0,1,1,0,0,0
1955,0,1,0,0,0,1,0
1956,0,1,0,0,1,1,1
1957,0,1,1,1,1,1,1
1958,1,1,1,1,0,1,0
1959,0,0,1,1,1,0,1
1961,0,1,0,0,0,1,0
1963,0,0,1,1,0,0,0
1964,1,0,0,0,0,0,0
1965,0,1,1,1,1,1,1
1966,1,1,0,0,0,1,0
1969,0,0,1,1,0,0,1
1970,1,1,0,0,0,1,0
1971,0,0,0,0,0,0,0
1973,1,1,0,0,0,1,0
1974,1,1,1,1,1,1,1
1975,1,1,0,0,0,1,0
1976,1,1,0,0,0,1,1
1977,0,0,0,1,0,0,0
1978,0,1,1,1,0,1,0
1979,1,0,0,0,0,0,0
1980,1,0,1,1,0,0,1
1981,1,1,0,0,0,1,1
1982,0,0,0,0,0,0,1
1984,0,1,0,0,0,1,0
1985,0,1,1,1,1,1,1
1986,0,0,1,1,0,0,1
1987,1,1,0,0,0,1,0
1988,1,1,0,0,0,1,0
1990,0,1,0,0,0,1,0
1991,0,1,1,1,1,1,1
1992,0,1,1,0,1,1,1
1993,1,0,1,1,0,0,0
1994,1,1,0,0,0,1,1
1995,1,1,1,1,0,1,1
1996,0,1,0,0,0,1,0
1997,0,0,0,0,0,0,1
