,age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
14480,1,2,3,2,10,1,2,2,1,1,2,1,1
14481,1,2,6,1,4,2,2,2,1,1,2,1,2
14482,1,2,8,2,6,1,1,1,1,1,2,1,1
14483,2,2,5,2,8,1,1,2,1,1,2,1,1
14484,2,2,9,2,8,1,2,1,1,1,1,1,1
14485,2,2,8,1,12,2,2,1,1,1,1,1,1
14486,2,1,1,2,1,1,2,1,1,1,2,1,1
14487,1,2,5,2,3,1,2,2,1,1,2,1,1
14488,1,2,3,1,12,2,2,2,1,1,1,1,2
14489,1,2,8,2,12,1,2,1,1,1,2,1,1
14490,1,1,3,1,10,2,2,2,1,1,2,1,1
14491,1,2,3,2,12,1,2,2,1,1,2,1,1
14492,1,2,5,2,8,1,2,2,1,1,1,1,1
14493,1,2,10,1,5,2,2,2,1,1,2,2,1
14494,2,2,8,1,10,2,2,2,1,1,1,1,1
14495,1,1,9,1,5,2,2,2,1,1,1,1,1
14496,2,1,3,2,10,1,1,1,1,1,2,2,1
14497,1,2,9,2,4,1,1,2,1,1,2,1,1
14498,2,2,10,2,8,1,1,1,1,1,1,1,1
14499,1,2,10,2,7,1,1,2,1,1,2,1,1
14500,1,2,1,2,8,1,2,1,1,1,2,1,1
14501,2,2,8,2,6,1,2,2,1,1,1,1,1
14502,1,2,8,2,8,1,2,2,1,1,2,1,1
14503,1,1,3,1,1,2,1,2,1,1,2,1,2
14504,2,2,5,1,12,2,2,1,1,1,1,1,1
14505,1,2,6,2,10,1,2,1,1,1,2,1,1
14506,1,2,5,2,8,1,2,1,1,1,1,1,1
14507,1,1,3,2,4,1,2,2,1,1,1,1,1
14508,1,1,6,1,4,2,2,1,2,1,2,1,2
14509,2,2,5,1,12,1,2,1,1,1,1,1,1
14510,1,2,8,2,4,1,2,1,1,1,2,1,1
14511,1,2,9,2,14,1,2,2,1,1,2,1,1
14512,1,1,6,1,7,2,2,2,1,1,1,1,2
14513,1,2,5,2,3,1,2,2,1,1,2,1,1
14514,1,2,3,1,10,2,2,1,2,1,2,1,2
14515,1,2,3,1,10,2,2,2,1,1,2,1,2
14516,1,1,5,2,1,1,1,2,1,1,2,1,1
14517,1,2,1,1,12,2,2,2,1,1,3,1,2
14518,1,1,2,2,1,1,1,1,1,1,2,1,1
14519,1,2,3,1,4,2,2,2,1,1,1,1,1
14520,1,2,9,2,11,1,2,1,1,1,2,1,1
14521,1,2,9,1,14,2,2,2,1,1,3,1,1
14522,2,2,9,2,8,1,2,2,1,1,1,1,1
14523,1,2,8,2,7,1,2,2,1,1,2,2,1
14524,1,2,5,2,3,1,2,2,1,1,2,1,1
14525,1,1,6,1,4,2,2,1,1,1,1,1,2
14526,2,2,5,1,3,2,2,2,1,1,2,1,1
14527,2,2,5,1,4,2,2,2,1,1,2,1,2
14528,2,2,8,2,4,1,2,1,1,1,2,1,1
14529,2,1,1,2,10,1,1,1,1,1,1,1,1
14530,1,2,3,1,4,2,2,2,1,1,2,1,2
14531,1,2,5,2,7,1,2,1,1,1,2,1,1
14532,1,1,8,2,11,1,2,2,1,1,3,1,2
14533,1,2,8,1,4,2,2,2,1,1,3,1,2
14534,1,2,5,1,3,2,2,2,1,1,2,1,2
14535,1,2,8,1,14,2,2,2,1,1,3,1,1
14536,1,2,5,2,4,1,2,1,1,1,2,1,1
14537,1,2,5,2,7,1,2,1,1,1,2,1,1
14538,1,1,5,2,1,1,2,2,1,1,2,1,1
14539,2,2,5,2,4,1,2,1,1,1,2,1,1
14540,1,2,5,2,7,1,2,2,1,1,2,1,1
14541,1,2,1,1,13,2,2,2,1,1,2,1,2
14542,1,2,10,1,5,2,2,2,1,1,2,2,1
14543,1,2,5,1,5,2,2,2,1,1,2,1,1
14544,1,2,5,2,3,1,1,2,1,1,2,1,1
14545,2,2,5,2,12,1,2,2,1,1,3,1,1
14546,1,2,8,2,3,1,2,2,1,1,2,1,1
14547,1,1,8,1,4,2,2,2,2,1,2,1,2
14548,2,2,5,2,3,1,2,2,1,1,2,2,1
14549,1,1,5,2,1,1,1,1,1,1,2,1,1
14550,1,2,6,1,12,2,2,2,1,1,1,1,1
14551,1,2,8,1,14,2,2,2,1,1,2,1,2
14552,1,1,5,1,3,2,2,2,1,1,2,1,1
14553,2,2,9,2,3,1,2,2,1,1,2,1,1
14554,1,2,10,1,3,2,2,2,1,1,2,1,1
14555,1,1,2,2,1,1,2,2,1,1,2,1,1
14556,1,2,8,1,13,2,2,2,1,1,2,1,1
14557,1,2,3,1,12,2,2,2,1,1,2,1,2
14558,1,2,8,1,8,2,2,1,1,1,2,1,1
14559,1,2,8,2,4,1,2,1,1,1,2,1,1
14560,1,2,3,2,12,1,2,2,1,1,1,1,1
14561,1,1,5,1,8,2,2,2,1,1,2,1,2
14562,1,2,1,1,14,2,2,2,1,1,2,1,2
14563,1,2,1,1,10,2,2,2,1,1,2,1,2
14564,2,2,8,2,12,1,2,1,1,1,1,1,1
14565,1,2,5,2,8,1,2,2,1,1,1,1,1
14566,2,2,8,2,1,1,2,1,1,1,2,1,1
14567,2,2,5,2,3,1,2,2,1,1,2,1,1
14568,1,1,6,1,10,2,2,2,2,1,2,1,2
14569,1,2,5,2,8,1,1,1,1,1,2,1,1
14570,2,2,3,2,12,1,1,2,1,1,2,1,1
14571,1,2,8,2,10,1,2,1,1,1,2,1,1
14572,1,2,3,2,10,1,2,2,1,1,2,1,1
14573,1,2,1,2,12,1,1,2,1,1,1,1,1
14574,1,2,3,2,4,1,2,1,1,1,2,1,1
14575,2,1,5,1,1,2,2,2,1,1,2,1,1
14576,1,2,5,1,8,2,2,2,1,1,2,2,2
14577,1,1,2,1,3,2,2,2,1,1,2,1,1
14578,1,2,8,2,9,1,1,1,1,1,1,1,1
14579,1,1,1,2,10,1,2,2,1,1,2,1,1
14580,1,2,5,2,8,1,2,1,1,1,1,1,1
14581,1,2,8,2,1,1,2,1,1,1,2,1,1
14582,1,1,8,1,3,2,2,2,1,1,3,2,1
14583,1,2,9,1,14,2,1,2,1,1,2,1,1
14584,2,2,9,2,8,1,2,2,1,1,1,1,1
14585,1,2,5,1,14,2,2,2,1,1,2,1,1
14586,2,2,3,2,4,1,2,2,1,1,2,1,1
14587,1,2,1,1,7,2,2,2,1,1,2,1,1
14588,2,2,7,1,10,2,2,2,1,1,2,1,2
14589,1,2,1,1,13,2,2,2,1,1,2,1,2
14590,1,1,5,2,14,1,2,1,1,1,1,1,1
14591,1,2,8,2,8,1,2,2,1,1,2,1,1
14592,1,1,5,1,3,2,2,2,1,1,3,1,1
14593,1,1,5,1,3,2,2,2,1,1,2,1,2
14594,1,2,1,1,14,2,1,2,1,1,2,1,1
14595,1,2,3,2,4,1,2,2,1,1,2,1,1
14596,1,2,8,2,1,1,2,1,1,1,1,1,1
14597,1,2,5,1,3,2,2,2,1,1,3,1,1
14598,2,2,9,2,3,1,2,2,1,1,2,1,1
14599,1,2,10,2,7,1,2,1,1,1,2,1,1
14600,1,2,8,1,12,2,2,2,1,1,2,1,1
14601,1,2,5,1,6,2,2,2,1,1,2,1,2
14602,1,2,5,1,4,2,2,2,2,1,2,1,2
14603,1,2,10,2,4,1,2,2,1,1,1,1,1
14604,1,2,10,2,7,1,2,2,1,1,2,1,1
14605,1,2,2,1,1,2,2,1,1,1,2,1,2
14606,1,2,5,2,8,1,2,2,1,1,1,1,1
14607,1,1,8,1,12,2,2,2,1,2,2,2,2
14608,1,1,8,1,4,2,2,1,1,1,2,1,2
14609,1,2,9,2,6,1,2,2,1,1,2,2,1
14610,1,2,8,1,7,2,1,2,1,1,2,1,1
14611,1,2,6,1,10,2,2,2,1,1,1,1,2
14612,2,2,5,1,14,2,2,2,1,1,1,1,1
14613,1,2,5,2,14,1,2,2,1,1,2,1,1
14614,1,2,5,1,1,2,2,1,1,1,1,1,1
14615,2,2,9,2,8,1,2,1,1,1,1,1,1
14616,2,2,8,2,14,1,1,2,1,1,3,1,1
14617,1,2,5,1,14,2,1,2,1,1,2,1,2
14618,1,1,1,2,10,1,2,1,1,1,2,1,1
14619,1,2,9,2,8,1,2,1,1,1,2,1,1
14620,2,2,8,2,1,1,2,1,1,1,2,1,1
14621,1,2,5,1,3,2,2,2,2,1,2,1,2
14622,1,1,3,1,11,2,1,2,1,1,2,2,1
14623,1,1,6,1,4,2,2,2,1,1,2,1,2
14624,1,2,5,1,4,2,2,2,1,1,3,2,1
14625,1,2,3,2,12,1,2,1,1,1,2,1,1
14626,1,2,5,2,6,1,2,1,1,1,1,1,1
14627,1,2,1,1,12,2,2,2,1,1,2,1,1
14628,1,1,5,2,1,1,2,1,1,2,2,1,1
14629,2,2,3,2,1,1,2,1,2,1,3,1,2
14630,2,2,8,2,10,1,2,1,1,1,1,1,1
14631,1,2,3,2,4,1,2,1,1,1,2,1,1
14632,1,1,8,1,8,2,2,2,1,1,1,1,2
14633,2,2,1,2,10,1,2,1,1,1,2,1,1
14634,2,2,8,2,1,1,2,1,1,1,2,1,1
14635,1,1,3,2,10,1,1,1,1,1,2,1,1
14636,1,2,5,1,4,2,2,2,2,1,2,1,2
14637,1,2,5,1,12,2,2,2,2,1,3,1,2
14638,1,2,5,2,1,1,2,2,1,1,2,1,1
14639,1,1,3,2,4,1,2,2,1,1,2,1,1
14640,2,2,5,2,8,1,2,1,1,1,1,1,1
14641,1,2,8,2,6,1,1,2,1,1,2,1,1
14642,1,2,8,2,6,1,2,2,1,1,2,2,1
14643,1,2,5,2,8,1,2,1,1,1,1,1,1
14644,1,2,4,2,4,1,2,1,2,1,3,1,2
14645,2,2,5,1,10,2,2,2,1,1,2,1,2
14646,1,2,9,2,4,1,2,1,1,1,2,1,1
14647,1,2,5,1,8,2,2,2,1,1,2,1,1
14648,2,2,8,2,8,1,1,1,1,1,2,1,1
14649,1,1,8,1,4,2,2,2,2,1,2,1,2
14650,1,2,5,1,3,2,2,2,1,1,2,1,2
14651,1,1,8,2,13,1,1,1,1,1,2,1,1
14652,1,2,5,2,3,1,2,1,1,1,3,1,2
14653,1,2,8,1,6,2,1,2,1,1,2,2,1
14654,2,2,5,2,5,1,2,2,1,1,2,1,1
14655,2,2,9,1,8,2,2,2,2,1,2,1,2
14656,1,2,10,2,6,1,1,1,1,1,2,2,1
14657,1,2,5,2,4,1,2,2,1,1,2,1,1
14658,2,2,5,2,6,1,1,2,1,1,1,1,1
14659,1,2,9,1,14,2,1,2,1,1,2,1,1
14660,1,1,8,2,1,1,2,1,1,1,2,1,1
14661,2,2,5,1,3,2,2,2,1,1,2,1,2
14662,1,2,2,1,6,2,2,2,1,1,2,1,2
14663,1,2,5,2,7,1,2,1,1,1,2,1,1
14664,1,2,3,2,12,1,2,1,1,1,2,1,1
14665,1,2,8,2,12,1,2,2,1,1,2,2,1
14666,1,2,3,2,4,1,2,1,1,1,2,1,1
14667,2,2,9,2,8,1,2,1,1,1,2,1,1
14668,2,2,9,2,8,1,2,1,1,1,2,1,1
14669,1,2,3,2,4,1,2,1,1,1,2,1,1
14670,1,2,3,2,1,1,1,1,1,1,2,2,1
14671,1,2,6,1,10,2,1,2,1,1,2,2,2
14672,2,2,9,2,7,1,2,1,1,1,2,1,1
14673,1,2,8,2,4,1,2,1,1,1,2,1,1
14674,1,1,6,2,4,1,2,1,1,1,2,1,1
14675,1,1,3,1,10,2,2,2,1,1,2,1,1
14676,1,2,8,2,12,1,2,1,1,1,1,1,1
14677,1,1,5,1,11,1,2,2,1,1,3,2,2
14678,1,2,7,1,10,2,2,2,2,1,2,1,2
14679,2,2,8,2,8,1,2,1,1,1,1,1,1
14680,1,1,3,2,10,1,2,2,1,1,2,1,1
14681,1,2,8,2,7,1,1,2,1,1,2,1,1
14682,1,1,10,2,5,1,2,2,1,1,2,1,1
14683,1,2,3,2,8,1,2,1,1,1,2,1,1
14684,1,2,2,1,3,2,2,2,1,2,2,1,1
14685,1,2,5,2,3,1,2,2,1,1,2,1,1
14686,1,2,5,1,3,2,2,2,1,1,2,2,1
14687,1,2,1,1,3,1,2,2,1,1,2,1,1
14688,1,1,6,2,10,1,2,2,1,1,2,1,1
14689,1,1,6,2,10,1,2,2,1,1,2,1,1
14690,2,2,9,2,8,1,2,2,1,1,1,1,1
14691,1,2,5,1,8,2,2,2,1,1,2,1,1
14692,2,2,5,2,6,1,2,1,1,1,1,1,1
14693,1,2,8,1,4,2,2,2,1,1,2,1,2
14694,1,1,8,2,1,1,2,1,1,1,2,1,1
14695,1,2,9,2,3,1,2,2,1,1,2,1,1
14696,2,2,3,2,12,1,2,1,1,2,2,1,1
14697,1,2,8,2,7,1,2,2,1,1,2,1,1
14698,1,1,3,1,1,2,2,2,1,1,2,1,1
14699,2,2,8,2,1,1,2,1,1,1,2,1,1
14700,2,2,9,2,6,1,2,2,1,1,2,1,1
14701,1,2,8,1,3,2,2,2,1,1,2,1,2
14702,1,2,8,1,1,2,2,2,1,1,2,1,2
14703,1,2,1,2,13,1,2,1,1,1,2,1,1
14704,1,2,5,2,4,1,2,2,1,1,2,1,1
14705,2,2,9,2,3,1,1,2,1,1,2,1,1
14706,2,2,9,2,8,1,2,2,1,1,1,1,1
14707,2,2,8,1,10,2,2,2,1,1,1,1,1
14708,1,2,8,1,3,2,2,2,1,1,2,1,1
14709,1,2,8,2,8,1,2,1,1,1,1,1,1
14710,2,2,6,2,1,1,2,2,1,1,1,1,1
14711,1,1,1,1,8,2,2,2,1,1,3,1,1
14712,1,2,8,2,1,1,2,1,1,1,2,2,1
14713,2,2,5,2,3,1,2,2,1,1,1,1,1
14714,1,2,9,1,14,2,2,2,1,1,1,1,1
14715,1,2,5,1,3,2,2,2,1,1,2,2,2
14716,1,1,7,1,10,2,2,2,2,1,1,2,2
14717,1,1,5,1,6,2,2,2,1,1,2,1,1
14718,1,2,5,1,12,2,2,2,1,2,2,1,1
14719,1,2,5,2,7,1,2,2,1,1,2,2,1
14720,1,2,5,2,3,1,2,2,1,1,2,1,1
14721,1,1,8,1,5,2,2,2,1,1,2,1,1
14722,1,2,5,2,1,1,2,1,1,1,2,1,1
14723,1,2,3,1,12,2,2,2,1,1,2,1,2
14724,2,2,9,2,3,1,2,2,1,1,1,1,1
14725,1,2,5,1,7,2,2,2,2,1,2,1,2
14726,1,2,9,1,7,2,2,2,1,1,2,1,1
14727,1,2,5,1,7,2,1,1,1,1,2,1,1
14728,1,1,8,1,4,2,2,2,1,1,2,1,1
14729,2,2,8,2,12,1,2,1,1,1,1,1,1
14730,2,2,8,2,12,1,1,1,1,1,1,2,1
14731,2,2,5,2,9,1,2,1,1,1,2,2,1
14732,2,2,10,1,5,2,2,2,1,1,3,2,1
14733,1,2,8,2,1,1,2,1,1,1,2,1,1
14734,1,2,5,1,6,2,1,2,1,2,2,1,2
14735,2,2,5,2,12,1,2,1,1,1,1,1,1
14736,1,2,8,2,13,1,2,1,1,1,3,1,2
14737,1,2,9,2,8,1,2,1,1,1,1,1,1
14738,2,2,8,2,12,1,2,1,1,1,1,1,1
14739,1,2,6,2,4,1,2,2,2,1,2,1,2
14740,1,2,10,1,6,2,2,2,1,1,2,1,1
14741,1,1,5,2,8,1,2,1,1,1,1,1,1
14742,1,1,3,2,4,1,2,1,1,1,2,1,1
14743,1,2,10,1,3,2,2,2,1,1,2,1,1
14744,1,2,8,2,1,1,2,1,1,1,2,1,1
14745,1,2,5,1,3,2,2,2,1,1,2,1,2
14746,1,1,5,1,4,2,2,2,1,1,2,1,1
14747,1,2,8,2,8,1,2,1,1,1,2,1,1
14748,1,1,8,1,11,2,2,2,1,1,2,1,2
14749,1,1,3,2,10,1,2,2,1,1,2,1,1
14750,1,2,5,2,7,1,1,1,1,1,2,1,1
14751,1,2,3,1,4,2,2,2,1,1,2,1,2
14752,1,2,3,1,4,2,2,2,1,1,2,1,2
14753,1,2,8,2,3,1,2,2,1,1,1,1,1
14754,1,2,5,2,11,1,1,1,1,1,1,1,1
14755,1,1,5,2,1,1,1,1,1,1,2,1,1
14756,2,1,9,2,5,1,2,2,1,1,1,1,1
14757,2,2,8,2,8,1,2,1,1,1,1,1,1
14758,2,2,5,2,3,1,2,2,1,1,2,1,1
14759,2,2,5,2,6,1,2,2,1,1,1,1,1
14760,2,2,10,2,14,1,1,2,2,1,2,1,2
14761,1,1,3,2,8,1,2,1,1,1,2,2,1
14762,1,2,5,2,1,1,2,2,1,1,1,1,1
14763,1,2,9,2,3,1,2,2,1,1,2,1,1
14764,1,1,5,1,6,2,2,2,1,1,2,1,1
14765,1,2,5,1,1,2,2,1,1,1,2,1,1
14766,1,1,9,1,11,2,2,2,1,1,2,1,2
14767,1,2,2,1,13,2,1,2,1,1,2,2,1
14768,1,2,5,2,3,1,1,2,1,1,2,1,1
14769,1,2,5,1,12,2,2,2,1,1,2,1,2
14770,2,2,8,2,6,1,2,2,1,1,1,1,1
14771,2,1,8,2,1,1,2,1,1,1,1,1,1
14772,1,2,8,2,1,1,2,1,1,1,2,1,1
14773,2,2,5,1,8,2,2,2,1,1,1,1,1
14774,1,2,5,1,6,2,1,2,1,1,2,1,1
14775,1,2,2,1,1,2,2,2,1,1,2,1,2
14776,1,2,2,1,7,2,2,2,1,1,2,1,1
14777,1,2,8,2,3,1,2,2,1,1,2,1,1
14778,1,2,3,2,14,1,2,2,1,1,2,1,1
14779,1,2,3,2,10,1,2,1,1,1,2,1,1
14780,1,2,8,1,4,2,1,2,1,1,3,2,1
14781,1,2,9,1,6,2,2,2,1,2,2,1,2
14782,1,2,5,2,1,1,1,1,1,1,2,1,1
14783,1,1,8,1,10,2,2,2,1,1,2,1,2
14784,1,2,2,2,7,1,2,2,1,1,2,1,1
14785,2,2,8,1,1,1,2,1,1,1,1,1,1
14786,2,2,9,2,12,1,2,1,1,1,1,1,1
14787,1,2,5,2,12,1,2,1,1,1,1,1,1
14788,2,2,3,2,10,1,2,2,1,2,2,1,1
14789,1,2,8,1,12,2,2,2,1,2,2,1,2
14790,1,2,8,1,4,2,2,2,1,1,2,1,1
14791,1,1,8,2,3,1,1,2,1,1,2,1,1
14792,1,1,7,1,10,2,2,2,1,1,2,1,2
14793,1,2,9,1,7,2,2,2,2,1,2,1,2
14794,1,2,5,2,6,1,1,2,1,1,1,2,1
14795,2,1,10,1,5,1,2,2,1,1,1,1,1
14796,2,2,5,2,1,1,2,1,1,1,2,1,1
14797,1,2,8,2,8,1,2,1,1,1,1,1,1
14798,2,2,2,2,12,1,2,2,1,1,2,1,1
14799,1,2,2,1,3,2,2,2,1,1,2,1,2
14800,1,1,6,1,10,2,2,2,2,1,2,1,2
14801,2,2,8,2,12,1,2,2,1,1,2,1,1
14802,1,2,8,2,8,1,1,1,1,1,1,1,1
14803,1,2,9,1,6,2,2,2,1,1,2,1,1
14804,1,1,8,1,3,2,2,2,1,1,2,1,1
14805,1,1,5,2,12,1,2,2,1,1,3,1,1
14806,1,2,3,2,10,1,2,1,1,1,2,1,1
14807,1,1,5,1,3,2,2,2,1,1,2,1,1
14808,1,2,5,1,8,1,2,2,1,1,2,2,1
14809,1,2,9,2,6,1,2,2,1,1,2,1,1
14810,1,2,8,2,4,1,2,1,1,1,2,1,1
14811,2,1,6,1,10,2,2,2,2,1,1,1,2
14812,2,2,5,2,12,1,2,1,1,1,1,1,1
14813,1,1,6,2,10,1,2,2,1,1,2,1,1
14814,2,2,9,2,8,1,2,1,1,1,1,1,1
14815,1,2,5,2,1,1,1,1,1,1,2,2,1
14816,2,2,8,2,1,1,2,2,1,1,2,1,1
14817,1,2,9,1,7,2,2,2,1,1,2,2,1
14818,1,2,4,1,10,2,2,2,2,1,2,1,2
14819,1,1,9,1,4,2,2,2,1,1,1,1,1
14820,1,2,3,2,10,1,2,2,2,1,2,1,2
14821,1,2,3,2,8,1,2,1,1,1,1,1,1
14822,1,2,5,2,3,1,2,2,1,2,2,1,1
14823,2,1,10,1,8,2,2,2,1,1,1,1,1
14824,1,2,8,1,1,2,2,2,1,1,3,1,1
14825,1,2,3,1,10,2,2,2,2,1,2,1,2
14826,1,2,5,2,1,1,2,1,1,1,2,1,1
14827,2,2,9,2,8,1,2,2,1,1,2,1,1
14828,1,1,3,1,10,2,2,2,1,1,2,1,2
14829,1,2,5,1,12,2,1,2,1,1,2,1,1
14830,2,2,9,2,8,1,2,2,1,1,1,1,1
14831,1,1,5,1,11,2,1,2,1,1,3,1,1
14832,2,2,5,2,9,1,1,1,1,1,1,1,1
14833,1,2,3,2,5,1,2,1,1,1,2,1,1
14834,1,2,5,2,1,1,2,1,1,2,2,1,1
14835,1,2,3,2,13,1,2,1,1,1,2,1,1
14836,2,2,5,1,8,2,1,2,1,1,1,2,1
14837,1,2,5,1,13,2,2,2,1,1,2,1,1
14838,2,2,2,2,13,1,2,1,1,1,1,1,1
14839,2,1,7,1,10,2,2,2,1,1,1,1,2
14840,1,2,9,1,8,1,2,1,1,1,1,1,1
14841,1,1,2,2,1,1,2,1,1,1,2,1,1
14842,1,2,3,1,12,2,2,2,1,1,2,1,2
14843,1,1,9,1,8,2,2,2,1,1,2,1,1
14844,2,1,5,1,7,1,2,1,1,1,2,1,1
14845,1,2,5,1,14,2,2,2,1,1,2,1,1
14846,2,2,9,2,12,1,2,1,1,1,1,1,1
14847,1,2,6,1,4,2,2,2,1,1,2,1,2
14848,1,1,3,1,12,2,2,2,1,1,2,1,2
14849,1,2,8,2,4,1,2,2,1,1,3,1,1
14850,2,1,3,2,6,1,2,2,1,1,2,1,1
14851,1,1,5,1,12,2,1,2,1,1,3,2,1
14852,1,2,8,1,1,2,2,2,1,1,2,1,2
14853,1,1,3,1,13,2,2,2,2,1,3,1,2
14854,1,2,1,2,10,1,2,1,1,1,1,1,1
14855,1,1,7,1,4,2,2,2,2,1,3,1,2
14856,1,1,5,1,4,2,2,2,1,1,2,1,2
14857,1,2,9,2,6,1,1,2,1,1,2,1,1
14858,1,2,9,1,8,2,2,2,1,1,2,1,1
14859,2,2,5,2,14,1,2,2,1,2,2,1,2
14860,1,2,7,1,10,2,2,2,1,1,2,2,2
14861,1,2,10,1,3,2,2,2,1,1,3,1,1
14862,1,2,3,2,10,1,2,1,1,2,2,1,1
14863,1,2,6,1,4,2,2,2,1,1,2,1,2
14864,2,2,10,1,5,1,2,1,1,1,2,2,1
14865,1,1,8,1,1,2,2,2,1,1,2,1,1
14866,1,2,8,1,8,2,2,2,1,1,2,1,2
14867,1,2,9,2,12,1,1,2,1,1,2,1,1
14868,1,2,3,2,4,1,2,1,1,1,2,1,1
14869,1,2,6,1,4,2,2,2,1,1,2,1,2
14870,1,2,4,2,13,1,2,2,1,2,2,1,2
14871,1,2,10,1,1,2,2,2,1,1,2,2,1
14872,1,2,3,1,8,2,2,2,1,1,2,1,1
14873,2,2,8,2,8,1,1,1,1,1,1,1,1
14874,1,1,8,1,3,2,2,2,1,1,2,1,2
14875,1,2,8,1,4,2,2,2,1,1,3,1,2
14876,1,2,6,2,12,1,2,1,1,1,2,1,1
14877,2,2,5,2,12,1,2,1,1,1,1,1,1
14878,2,1,8,2,10,1,2,1,1,1,1,1,1
14879,2,2,5,2,8,1,1,1,1,1,1,1,1
14880,1,2,2,2,4,1,2,2,1,1,3,1,1
14881,1,2,8,2,1,1,2,1,1,1,2,1,1
14882,1,1,2,2,4,1,2,1,1,1,2,1,1
14883,1,2,9,1,3,2,2,2,1,1,2,1,2
14884,1,2,3,2,10,1,1,2,1,1,2,2,1
14885,1,2,8,1,3,2,1,2,2,1,2,1,2
14886,1,1,3,1,1,2,2,2,1,1,3,1,1
14887,1,1,6,1,10,2,2,2,1,1,2,1,2
14888,1,2,3,2,4,1,1,1,1,1,2,1,1
14889,1,2,6,1,10,2,2,2,1,1,3,1,1
14890,1,2,8,2,3,1,2,2,1,1,2,2,1
14891,2,2,8,2,1,1,2,1,1,1,1,1,1
14892,2,2,8,2,10,1,2,1,1,1,1,1,1
14893,1,2,3,2,12,1,2,2,1,1,2,1,2
14894,1,1,6,2,10,1,2,1,1,1,2,1,1
14895,1,1,8,2,3,1,2,2,1,1,2,1,1
14896,1,1,5,1,8,2,2,2,1,2,2,1,1
14897,1,2,5,1,8,2,2,2,1,1,2,1,1
14898,1,2,2,2,4,1,2,2,1,1,1,1,1
14899,1,1,8,2,10,1,1,1,1,1,2,1,2
14900,1,2,3,2,10,1,2,2,1,1,2,1,1
14901,1,2,5,1,3,2,2,2,1,1,2,1,2
14902,2,1,5,2,1,1,1,1,1,1,1,1,1
14903,1,2,9,1,14,2,2,2,1,1,3,1,1
14904,1,2,3,2,4,1,2,1,1,1,3,1,1
14905,1,2,6,1,10,2,2,2,1,1,2,1,2
14906,2,2,8,2,12,1,2,1,1,1,1,1,1
14907,1,1,5,2,4,1,1,2,1,1,1,1,1
14908,1,2,2,2,10,1,2,1,1,1,1,1,1
14909,2,2,3,2,13,1,2,2,1,1,2,1,1
14910,1,2,2,2,1,1,2,1,1,1,2,1,1
14911,1,2,5,1,3,2,2,2,1,1,3,1,1
14912,1,2,5,1,5,2,2,2,1,1,3,1,1
14913,1,2,3,2,10,1,2,1,1,1,1,1,1
14914,1,1,3,1,12,2,2,2,1,1,2,2,1
14915,1,2,5,2,4,1,2,2,1,1,2,1,1
14916,2,2,9,2,3,1,2,2,1,1,1,1,1
14917,1,2,8,2,4,1,2,1,1,1,2,1,1
14918,1,1,6,1,10,2,2,2,1,1,2,1,2
14919,1,2,5,2,8,1,1,2,1,1,2,1,1
14920,2,2,8,2,1,1,1,1,1,1,2,2,1
14921,1,1,5,1,5,1,2,2,1,1,2,1,1
14922,1,1,5,1,14,2,2,2,1,1,2,1,1
14923,1,2,5,1,12,2,2,2,1,1,3,1,1
14924,1,2,1,1,3,2,2,2,1,1,2,1,2
14925,1,1,9,2,8,1,2,1,1,1,1,1,1
14926,1,1,6,1,8,2,1,2,1,1,2,2,1
14927,1,2,8,2,4,1,2,1,1,1,2,1,1
14928,1,2,9,1,6,2,2,2,1,1,2,1,1
14929,2,2,5,1,7,2,2,1,1,1,2,1,1
14930,2,1,3,2,10,1,2,1,1,1,2,1,1
14931,1,2,2,1,7,2,2,2,1,1,2,1,1
14932,2,1,5,1,12,2,2,2,1,1,1,1,1
14933,1,2,5,1,3,2,2,2,1,1,2,1,1
14934,1,2,5,1,7,2,2,1,1,1,2,1,1
14935,1,2,5,2,1,1,2,2,1,1,2,1,1
14936,1,1,5,1,4,2,2,2,1,1,2,1,1
14937,1,2,3,1,4,2,2,2,1,1,2,1,2
14938,1,2,2,1,10,2,2,2,1,1,2,1,1
14939,1,2,3,2,4,1,2,2,1,1,2,1,2
14940,1,2,8,1,10,2,2,1,1,1,1,1,2
14941,1,2,5,1,3,2,2,2,1,1,2,1,2
14942,1,2,8,1,4,2,2,2,1,2,2,1,2
14943,1,1,3,1,4,2,2,2,1,1,3,1,1
14944,1,2,5,2,1,1,2,1,1,1,2,1,1
14945,1,2,5,1,14,2,2,2,1,1,2,1,2
14946,1,2,3,1,12,2,2,2,1,1,2,1,2
14947,1,1,2,1,4,2,2,2,1,1,3,1,1
14948,1,2,8,1,10,2,2,2,1,1,2,1,1
14949,1,2,3,1,4,2,2,2,1,2,3,1,2
14950,1,2,5,2,7,1,2,1,1,1,2,1,1
14951,1,2,5,2,3,1,2,2,1,1,2,1,1
14952,2,2,5,1,1,2,2,2,1,1,2,1,1
14953,1,2,3,2,4,1,2,1,1,1,2,1,1
14954,1,2,9,2,6,1,1,2,1,1,2,2,1
14955,1,2,3,2,4,1,2,1,1,2,2,1,1
14956,1,2,3,1,12,2,2,1,1,1,2,1,1
14957,1,2,3,2,12,1,2,1,1,1,2,1,1
14958,2,1,4,1,11,2,2,2,1,1,2,1,2
14959,1,1,7,1,10,2,2,2,1,2,2,1,2
