,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
299,1,3,2,6,2,4,2,3,3,2,1,2,2,2,2,2,1,2,2,2,1,2
300,4,2,4,2,1,3,5,1,3,4,2,2,2,2,1,3,1,2,2,1,1,2
301,1,3,5,8,2,3,1,4,3,1,1,2,2,2,1,2,1,2,2,1,1,1
302,3,3,2,2,1,5,2,4,3,2,2,2,1,2,2,4,2,1,2,2,1,1
303,2,2,2,2,1,3,2,4,1,3,3,2,2,2,2,2,1,2,2,2,1,2
304,4,3,2,2,3,2,1,2,3,2,4,2,1,1,1,2,1,1,2,2,1,1
305,4,2,4,6,1,4,1,4,3,2,2,2,2,2,1,2,1,1,2,2,1,2
306,4,3,4,3,2,5,2,2,3,4,3,1,3,3,1,4,1,1,2,1,1,2
307,2,3,4,8,1,1,3,4,3,3,4,2,2,2,1,4,1,2,2,2,2,1
308,1,2,4,6,1,3,1,3,3,4,2,1,2,2,1,2,1,1,2,1,1,1
309,1,2,4,2,1,3,1,4,3,4,2,1,2,3,1,4,1,1,2,2,2,2
310,1,3,4,7,3,5,5,3,3,4,4,2,1,1,1,3,1,2,2,2,1,2
311,4,3,4,6,3,1,1,4,3,1,1,1,3,2,1,2,1,1,2,2,1,2
312,3,3,4,6,2,3,3,2,3,4,1,2,2,2,1,2,1,1,2,1,1,2
313,1,3,4,2,1,3,2,2,3,3,1,1,1,2,1,4,1,1,2,2,2,1
314,3,1,4,2,1,5,3,1,3,2,2,2,2,2,1,4,2,1,1,2,1,2
315,2,3,1,6,2,3,4,4,3,4,1,2,1,2,1,2,1,1,2,2,1,1
316,2,3,4,6,1,3,1,2,2,3,3,2,2,2,1,4,2,1,2,2,1,2
317,1,3,4,6,2,5,1,1,3,4,3,2,2,2,1,4,1,2,2,1,1,2
318,4,3,2,5,1,3,1,4,3,2,1,2,2,2,2,2,1,1,2,2,1,2
319,2,3,3,6,2,3,4,1,3,4,3,2,2,2,2,4,1,1,2,1,1,2
320,1,3,2,2,2,3,5,4,3,2,1,2,2,2,2,1,1,1,2,2,2,1
321,2,3,4,8,1,3,3,4,3,3,3,2,2,2,1,2,1,1,2,2,1,1
322,2,3,4,3,2,3,2,2,3,1,4,2,2,1,1,1,1,2,2,2,1,2
323,2,3,4,6,2,4,1,4,3,2,1,2,2,2,1,2,1,1,2,2,1,2
324,4,3,2,2,1,3,1,4,3,3,2,2,2,2,2,2,1,1,2,1,1,2
325,2,2,2,2,2,3,2,1,3,4,2,2,2,2,2,4,1,1,1,2,1,2
326,4,3,2,6,3,5,4,2,3,4,3,2,2,3,1,2,1,2,2,2,1,2
327,4,3,4,2,1,4,2,4,3,3,1,2,2,2,1,2,2,2,2,1,1,2
328,3,3,4,8,2,3,4,4,3,2,1,2,2,2,1,2,1,1,2,2,1,2
329,1,2,4,8,1,3,4,4,3,4,1,2,2,2,1,2,2,1,2,2,1,2
330,2,3,2,3,3,3,5,2,3,4,4,2,2,1,2,1,1,2,2,2,1,2
331,4,3,2,5,1,1,1,4,3,2,2,2,2,2,2,2,1,1,2,1,1,1
332,1,3,4,2,3,1,3,4,3,2,3,1,2,2,1,1,1,1,2,1,1,1
333,4,3,2,3,3,1,1,2,3,4,1,1,1,3,2,4,1,1,2,1,1,1
334,2,3,5,6,2,3,4,3,3,4,4,1,1,3,2,2,2,1,2,2,1,1
335,2,2,2,6,2,3,1,1,3,4,2,2,2,3,1,1,1,2,2,2,1,1
336,1,3,4,8,2,3,3,2,2,4,3,1,2,2,1,4,1,1,2,1,1,2
337,2,3,4,4,1,5,1,4,3,2,1,1,2,3,1,2,1,1,2,1,1,1
338,2,3,4,6,2,3,1,4,3,4,3,2,2,2,1,2,1,1,2,2,1,2
339,1,2,4,6,1,3,1,4,3,2,1,2,2,2,1,4,1,1,2,2,1,2
340,1,3,2,5,3,3,3,2,3,4,4,1,2,1,2,2,1,2,2,1,1,2
341,2,3,4,6,2,3,2,1,3,4,1,2,2,3,1,4,1,1,2,1,1,2
342,1,3,4,8,2,2,3,1,3,3,2,1,2,3,1,2,1,1,2,2,2,2
343,1,3,4,1,2,3,4,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2
344,3,2,4,2,2,3,3,1,2,1,3,2,2,2,1,4,2,1,2,2,1,2
345,4,3,2,8,1,3,1,4,3,2,1,2,2,2,1,4,1,1,2,1,1,2
346,1,3,2,8,1,3,3,4,2,4,2,1,2,2,2,2,1,1,2,2,1,2
347,1,3,4,8,2,2,5,1,3,4,4,1,2,3,1,3,1,1,2,1,1,2
348,4,2,3,1,1,1,1,1,3,2,2,2,2,2,2,4,1,1,2,2,1,2
349,1,2,2,5,1,4,4,4,3,3,4,2,2,1,2,2,2,1,2,2,1,1
350,4,2,4,4,1,3,3,1,3,4,2,1,2,3,1,2,1,2,2,1,1,2
351,1,2,4,6,1,3,1,1,3,2,1,2,2,2,1,2,1,1,1,1,1,1
352,4,3,2,3,2,5,5,2,3,4,4,2,2,2,1,1,1,2,2,2,1,2
353,2,3,5,8,3,3,1,4,3,2,3,2,2,3,2,2,1,2,2,2,1,1
354,4,2,4,5,1,2,4,4,3,4,4,2,2,1,1,2,1,2,2,2,1,2
355,1,3,4,2,1,3,3,4,3,2,2,1,3,2,1,4,1,1,2,2,1,1
356,4,3,2,8,2,5,4,1,1,4,2,2,2,2,1,2,1,2,2,2,1,2
357,4,3,3,8,2,3,1,4,3,2,1,2,2,2,2,1,1,2,2,2,1,1
358,4,3,4,8,1,3,1,4,3,2,2,2,2,2,1,2,1,1,2,2,2,2
359,2,3,4,6,2,3,2,4,3,4,2,1,2,3,1,2,1,1,2,1,1,1
360,1,3,4,5,1,5,1,4,3,4,4,2,2,1,1,2,1,1,2,2,1,2
361,3,3,4,8,2,5,4,2,3,3,1,2,2,2,1,1,1,1,2,2,1,2
362,3,3,3,2,2,3,1,2,3,2,1,2,3,2,2,2,1,2,2,1,1,2
363,4,2,4,6,1,3,1,1,3,2,3,1,2,3,1,2,1,1,2,2,2,2
364,2,3,4,6,2,3,5,4,3,1,1,1,2,2,1,3,1,1,2,2,1,1
365,4,3,4,1,1,3,2,2,3,4,1,2,2,2,1,2,1,2,2,2,1,2
366,4,3,2,3,2,3,2,3,3,1,1,2,2,2,2,2,1,1,2,2,1,2
367,2,3,4,6,2,3,3,1,3,4,1,1,2,3,1,2,1,1,2,1,1,2
368,2,3,4,6,2,3,4,4,3,2,1,2,2,2,1,2,2,1,2,2,1,1
369,1,3,4,6,2,3,2,2,3,4,2,2,2,3,1,2,1,1,2,1,1,2
370,4,3,4,2,2,5,1,4,3,4,2,2,2,2,1,2,1,1,2,2,1,2
371,4,3,2,8,3,3,4,3,3,4,1,2,2,2,2,2,1,2,2,2,1,2
372,4,2,2,6,2,3,3,1,3,3,2,1,2,3,2,2,1,1,2,1,1,2
373,4,3,2,2,3,5,4,2,3,4,4,2,1,1,1,1,1,2,2,2,1,2
374,1,3,1,7,3,1,4,3,3,4,4,2,1,1,2,1,1,2,2,1,1,1
375,2,3,1,1,3,3,2,2,2,4,1,2,2,3,1,2,1,1,2,1,1,1
376,4,3,3,8,2,3,5,2,3,3,2,2,2,2,2,2,1,1,2,2,2,2
377,4,2,3,8,1,5,4,3,3,4,4,2,2,1,1,2,1,1,2,2,1,2
378,1,3,4,2,3,3,4,4,3,2,4,2,2,1,1,1,1,2,2,2,1,1
379,4,2,2,2,1,1,1,4,3,4,1,2,2,2,2,4,1,1,2,1,1,2
380,2,3,4,6,2,5,2,4,3,4,1,2,2,2,1,2,1,2,2,2,1,2
381,1,3,4,3,3,3,5,3,3,4,4,2,2,1,1,1,1,2,2,1,1,1
382,4,3,4,2,1,5,2,4,3,4,3,1,2,3,1,2,1,1,2,1,1,2
383,3,3,4,2,1,3,3,4,3,1,2,2,2,2,1,2,1,1,2,2,1,2
384,4,3,3,1,2,1,1,2,3,2,3,2,2,2,2,4,1,1,2,2,1,2
385,4,3,2,8,2,3,1,2,3,1,1,1,2,2,2,2,1,1,2,1,1,2
386,4,3,4,8,1,5,3,4,3,2,2,1,2,3,1,2,1,2,2,1,1,2
387,1,3,2,6,3,3,5,4,3,4,3,2,3,2,2,1,1,2,2,2,1,2
388,1,3,2,1,2,2,1,2,3,4,1,2,1,2,1,2,1,1,2,2,1,2
389,4,2,4,1,1,3,2,3,3,2,1,2,2,2,2,2,1,1,2,1,1,2
390,4,3,4,2,1,3,1,2,3,2,3,2,2,2,1,1,1,2,2,2,2,2
391,1,3,4,6,1,4,3,1,3,4,2,1,2,3,1,4,1,1,2,1,1,2
392,2,3,4,2,2,3,2,2,3,4,4,2,1,1,1,1,2,2,2,2,1,2
393,2,2,2,8,1,3,2,1,3,4,1,2,2,2,1,2,1,1,2,1,1,2
394,4,2,2,6,2,3,5,2,3,3,1,2,2,2,1,1,1,1,2,2,1,2
395,1,3,3,5,3,1,2,2,3,3,4,2,2,3,1,2,1,2,2,2,1,2
396,2,3,4,6,2,3,5,3,3,4,4,2,2,1,1,1,1,1,2,1,1,2
397,2,3,2,6,2,3,1,3,3,2,3,2,2,2,2,2,1,2,2,2,2,2
398,1,3,4,2,1,3,4,1,3,1,2,2,2,3,2,2,1,1,2,2,1,1
399,4,3,2,8,1,4,1,4,3,1,2,2,2,2,2,4,1,1,2,1,1,2
400,4,3,4,8,1,3,3,3,3,4,2,2,2,2,1,2,1,2,2,2,2,2
401,1,3,2,1,1,5,1,4,3,4,2,2,1,2,2,2,1,1,2,2,2,2
402,4,3,3,1,3,3,3,2,3,2,1,2,1,2,2,2,1,2,2,2,1,1
403,4,3,3,2,1,3,1,4,3,2,1,2,2,2,2,4,1,1,2,2,1,2
404,1,3,3,2,2,5,4,4,3,4,1,2,2,2,1,2,2,1,2,2,1,2
405,1,3,4,8,2,3,3,1,3,1,3,1,2,2,1,2,1,2,2,2,2,1
406,4,3,2,3,2,5,2,4,3,4,1,2,2,2,2,2,2,2,2,2,1,2
407,2,3,4,8,1,3,3,4,3,2,2,2,2,2,1,2,1,1,1,2,2,2
408,4,3,4,8,2,2,4,3,3,2,1,2,2,2,1,1,1,2,2,2,1,2
409,3,3,2,2,1,2,2,4,3,2,2,2,2,2,3,2,1,2,2,2,2,1
410,1,3,4,8,1,3,4,4,3,4,1,1,2,2,1,2,1,2,2,1,1,2
411,4,3,2,3,3,3,2,3,3,2,1,2,2,2,2,1,1,2,2,2,1,2
412,4,3,2,1,2,3,5,4,3,2,1,2,3,2,2,1,1,2,2,2,1,1
413,4,2,4,2,1,2,1,3,3,2,4,2,2,3,1,4,2,1,1,2,1,2
414,2,3,4,2,1,5,1,4,3,2,3,2,2,2,1,2,1,1,2,1,1,1
415,4,3,2,3,3,3,4,2,3,2,3,2,2,2,2,2,2,2,2,2,1,2
416,2,3,4,2,2,3,3,4,3,1,2,2,2,2,1,4,2,1,2,2,1,1
417,2,3,3,5,3,5,1,1,3,2,1,1,2,3,2,2,1,2,2,1,1,2
418,4,3,4,2,2,2,2,1,3,2,1,2,1,2,1,1,1,1,2,1,1,2
419,1,3,4,2,1,5,1,4,3,2,3,2,2,2,1,2,1,1,2,1,1,1
420,4,3,4,2,2,4,2,2,3,3,1,1,2,3,1,2,1,1,2,1,1,2
421,1,3,4,3,2,5,1,4,3,2,1,2,2,2,1,2,1,1,2,2,1,2
422,1,3,2,2,1,3,2,2,3,3,2,2,2,2,2,4,2,1,2,2,1,2
423,4,3,3,6,1,1,2,4,3,3,2,2,2,2,2,1,1,1,2,2,1,2
424,1,3,4,6,2,5,4,1,3,2,3,1,1,2,1,2,1,2,2,1,1,1
425,1,3,4,3,2,3,1,1,3,3,1,1,2,3,1,2,1,2,2,2,2,2
426,4,3,2,8,2,3,4,4,3,2,1,2,2,2,2,2,1,1,2,2,1,2
427,4,3,2,8,1,4,1,4,3,3,2,2,2,2,2,2,1,1,2,2,1,2
428,4,2,4,6,1,3,4,1,3,4,1,1,2,2,1,2,1,1,2,2,1,2
429,2,3,2,9,1,3,5,2,3,4,4,2,2,1,3,3,2,1,2,1,1,1
430,4,1,4,1,2,3,2,1,3,4,2,2,2,2,1,4,1,1,2,2,1,2
431,1,3,4,7,3,3,1,2,1,3,1,2,1,2,2,1,1,2,2,2,1,1
432,2,2,2,6,1,3,5,4,3,4,4,2,2,1,3,1,1,2,2,2,1,2
433,4,3,2,9,2,3,1,4,3,2,2,2,2,2,2,2,1,2,2,2,1,2
434,2,2,4,6,2,3,1,3,3,2,2,1,2,2,1,2,1,1,2,2,1,2
435,1,3,4,8,1,5,1,2,3,1,2,1,2,2,1,2,1,2,2,2,2,1
436,4,2,4,9,1,2,2,2,3,4,2,1,2,3,1,4,1,1,2,2,2,2
437,4,3,2,2,1,4,4,4,3,4,2,2,2,2,2,2,1,2,2,1,1,2
438,2,3,2,9,2,3,5,4,1,4,1,2,2,2,2,3,1,1,2,2,1,2
439,3,3,1,1,1,3,3,4,3,1,2,2,2,2,1,3,1,1,2,1,1,1
440,4,3,4,2,1,3,4,4,3,4,1,2,2,2,1,1,1,2,2,2,1,2
441,2,3,4,6,1,3,1,2,1,3,3,2,2,2,1,2,1,1,2,1,1,2
442,1,3,3,7,2,3,1,2,3,3,1,2,1,2,2,2,1,2,2,2,1,2
443,4,3,4,5,1,3,4,4,3,4,1,2,1,2,1,4,2,1,2,2,1,1
444,1,3,2,6,3,3,1,2,3,3,1,2,2,2,1,1,1,2,2,1,1,1
445,4,2,2,5,1,5,4,4,3,4,3,2,2,3,2,4,1,1,2,1,1,2
446,2,3,4,2,1,3,3,4,3,4,1,2,2,2,1,2,1,2,2,1,1,1
447,1,2,4,8,2,3,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2
448,3,3,4,6,1,5,4,3,3,4,2,2,2,2,1,1,1,2,2,1,1,2
449,1,3,3,9,1,4,1,3,3,3,3,2,3,2,2,2,1,1,2,2,2,1
450,4,3,2,3,3,5,1,4,3,2,1,2,2,2,1,1,1,2,2,2,1,2
451,4,2,4,8,1,3,1,3,3,1,2,2,2,2,1,2,1,1,2,1,1,2
452,4,3,5,6,2,3,4,2,3,4,3,2,2,2,2,2,1,1,2,2,1,2
453,4,3,4,3,2,3,4,4,3,4,1,2,2,2,1,1,1,2,2,2,1,2
454,2,3,4,2,2,3,2,2,1,3,3,2,2,2,1,2,1,2,2,2,1,1
455,4,3,4,3,2,3,3,4,3,1,4,2,2,2,1,1,1,2,2,1,1,2
456,2,2,2,2,2,3,1,2,3,2,2,2,2,3,2,2,2,1,2,2,1,2
457,2,3,4,3,2,3,4,3,3,4,4,2,2,1,1,2,1,2,2,2,1,1
458,2,2,4,4,1,3,3,4,3,1,2,2,2,2,1,2,1,1,2,1,1,2
459,4,3,4,8,2,3,3,3,3,2,1,2,2,2,1,2,1,2,2,2,1,2
460,2,3,4,6,2,3,1,1,2,2,3,2,2,2,1,2,2,1,2,2,1,2
461,2,3,4,2,1,3,3,2,3,3,2,2,2,2,1,2,1,1,2,2,1,2
462,1,3,4,6,2,3,3,3,3,1,2,2,2,3,1,1,1,1,2,1,1,2
463,1,3,4,10,1,5,4,4,3,4,3,2,2,2,2,2,1,1,2,2,1,2
464,4,3,4,1,1,3,2,4,3,1,1,2,3,2,2,2,1,2,2,2,1,2
465,2,3,4,3,2,3,1,3,2,4,4,2,1,2,1,2,2,2,2,2,1,2
466,2,3,3,8,1,3,3,4,3,2,1,2,2,3,1,4,1,2,2,1,1,1
467,4,3,3,8,3,5,4,3,3,3,1,2,1,2,2,2,2,1,2,2,1,2
468,4,3,3,1,2,3,1,2,3,2,1,2,2,2,2,2,1,2,2,1,1,2
469,4,3,3,3,2,3,2,3,3,3,1,2,2,2,2,4,1,2,2,2,1,2
470,1,3,4,8,2,1,3,3,3,2,1,1,2,3,1,2,1,2,2,2,2,1
471,2,2,4,5,1,3,3,4,3,4,3,1,2,2,1,2,1,1,2,1,1,1
472,2,2,4,2,1,3,1,4,3,3,1,2,2,2,1,4,1,1,2,2,1,1
473,4,2,4,10,1,5,5,4,3,4,3,2,2,2,1,1,2,2,2,2,1,2
474,1,3,2,8,1,3,1,4,3,2,1,2,2,2,1,2,1,1,2,2,2,1
475,2,3,5,6,2,3,3,1,3,4,3,2,2,3,1,2,1,1,2,1,1,1
476,4,3,4,3,2,2,1,4,3,4,1,1,2,2,1,2,1,1,2,2,1,2
477,3,3,4,8,3,3,2,4,3,2,1,1,1,2,1,2,1,1,2,2,1,2
478,1,3,4,1,1,1,2,3,3,4,2,2,2,2,1,4,1,1,2,2,1,2
479,2,3,2,6,1,3,4,4,3,4,1,2,2,2,2,2,2,2,2,2,1,2
480,1,3,2,8,2,3,1,1,3,1,2,1,2,2,1,4,1,1,2,1,1,2
481,1,3,4,2,1,3,3,4,3,1,3,2,2,2,1,2,1,1,2,2,1,2
482,2,3,4,6,2,4,4,4,3,4,3,2,2,3,2,2,1,2,2,1,1,2
483,4,3,3,6,1,4,2,3,3,2,3,2,2,2,2,2,1,1,2,1,1,2
484,4,3,2,2,1,2,1,4,3,4,2,2,2,2,1,2,1,2,2,2,1,2
485,1,2,3,2,1,3,5,4,3,4,3,2,2,2,1,1,1,2,2,2,1,1
486,4,3,4,8,2,3,1,2,3,4,1,2,2,2,1,2,1,2,2,2,1,2
487,4,3,4,2,2,3,4,4,1,4,4,2,2,1,1,2,1,2,2,1,1,2
488,4,2,4,2,1,1,1,3,3,2,2,2,2,3,1,4,1,1,1,2,1,2
489,4,2,4,2,2,3,1,2,2,3,3,2,2,3,1,2,1,1,2,2,1,2
490,4,3,2,8,1,3,4,2,3,2,4,2,2,2,2,2,1,1,2,2,1,2
491,1,3,5,1,3,3,4,2,3,4,4,2,2,1,2,1,1,2,2,1,1,1
492,4,2,2,8,1,1,1,1,3,1,3,2,2,2,2,2,1,1,2,1,1,2
493,1,2,4,8,1,5,4,4,3,4,3,2,2,2,1,2,1,1,2,2,1,2
494,2,3,2,2,2,3,1,3,3,2,2,2,2,3,2,4,2,1,1,2,1,2
495,2,3,4,6,2,5,1,2,3,4,1,1,2,2,1,2,1,1,2,2,2,1
496,1,3,4,6,3,1,3,4,1,1,4,2,2,3,1,1,1,2,2,2,1,1
497,4,3,2,6,1,3,2,4,3,3,3,2,2,2,2,2,1,1,2,2,1,2
498,1,3,4,8,1,3,4,4,2,2,2,2,2,2,1,4,1,1,2,2,2,2
499,3,2,2,2,1,1,4,2,3,4,1,2,2,2,2,2,2,2,2,2,1,2
500,2,3,4,2,2,3,3,4,3,1,3,2,2,2,1,2,1,1,2,1,1,1
501,2,3,4,3,3,3,4,2,3,4,4,2,2,1,1,2,2,1,2,2,1,2
502,3,2,4,8,1,1,4,2,3,4,2,2,2,2,1,2,1,1,2,2,1,2
503,1,3,2,8,1,1,3,4,3,4,4,2,1,2,2,2,2,1,2,2,1,1
504,2,3,4,2,1,3,3,4,3,4,3,1,2,3,1,2,1,1,2,1,1,1
505,4,2,4,2,1,5,1,4,2,4,3,2,2,2,1,4,1,1,2,2,1,1
506,3,3,2,3,2,2,1,2,3,2,1,2,2,2,1,2,1,2,2,2,1,2
507,1,3,1,2,3,1,5,1,3,2,3,2,2,2,1,1,2,2,2,2,1,1
508,4,3,4,8,1,3,1,4,3,2,3,2,2,2,1,2,1,1,2,2,2,2
509,4,3,4,3,3,1,4,4,3,2,1,2,2,2,1,1,1,2,2,2,1,2
510,2,3,4,2,1,3,2,4,3,2,2,2,2,2,1,2,1,1,2,2,1,1
511,4,3,4,3,2,3,1,2,3,2,4,2,2,1,1,1,1,2,2,2,1,2
512,3,3,4,1,2,3,2,2,3,4,3,2,2,3,1,2,1,2,2,2,1,2
513,1,3,3,8,1,3,1,4,1,4,2,1,2,3,2,2,1,1,2,2,2,2
514,4,3,4,2,2,5,3,4,3,1,3,2,2,2,1,2,1,1,2,2,1,2
515,2,2,2,2,1,3,2,4,3,3,3,2,2,2,2,2,1,1,1,1,1,2
516,2,2,2,2,1,3,3,2,3,4,2,2,2,2,1,4,2,1,1,2,1,2
517,4,3,2,6,3,3,3,2,3,4,3,1,2,3,2,2,1,2,2,1,1,1
518,2,2,4,2,1,1,4,3,3,2,3,2,2,2,1,2,1,2,2,2,1,2
519,4,2,2,8,1,5,4,4,3,4,4,2,2,1,2,2,1,1,2,2,1,2
520,4,3,2,9,3,3,4,3,3,4,4,2,2,1,2,2,1,1,2,2,1,2
521,2,3,4,8,2,3,1,2,3,2,2,1,2,2,1,2,1,1,2,1,1,1
522,2,3,5,6,3,3,1,3,3,4,4,2,2,1,2,2,2,1,2,2,1,1
523,4,3,4,3,2,1,2,3,3,4,1,1,2,2,1,2,1,1,2,1,1,2
524,1,3,4,8,1,3,1,4,2,4,2,2,2,2,1,4,2,1,2,1,1,2
525,1,3,4,3,3,3,3,2,3,3,1,2,2,2,2,2,1,1,2,2,1,2
526,4,3,2,5,1,1,1,4,3,3,1,2,2,2,1,2,1,1,2,1,1,2
527,4,1,2,8,1,3,2,2,3,1,2,2,2,2,2,4,2,1,2,2,1,2
528,2,3,4,8,2,3,1,4,3,4,1,2,2,3,1,2,1,1,2,2,1,1
529,2,2,4,2,1,3,3,3,3,4,2,2,2,2,1,4,2,2,2,2,1,2
530,1,3,4,5,2,3,2,3,3,1,1,2,2,2,2,2,2,1,2,2,1,2
531,1,3,4,2,2,1,1,2,3,4,1,2,2,3,2,2,1,2,2,1,1,1
532,4,3,3,3,1,3,1,4,3,4,2,2,2,3,1,2,1,1,2,2,2,2
533,4,3,4,8,1,1,2,4,3,3,3,2,2,2,1,2,1,2,2,2,2,2
534,4,3,4,8,2,5,3,4,3,2,1,1,2,2,2,2,1,1,2,2,1,2
535,3,3,2,5,2,3,3,2,3,1,1,2,2,3,1,2,1,1,2,2,1,1
536,2,2,4,2,1,5,5,4,3,3,3,2,2,2,1,1,1,2,2,1,1,2
537,1,3,2,6,2,3,4,3,3,4,3,2,2,2,1,2,1,2,2,1,1,2
538,2,3,4,2,3,3,4,4,3,4,4,2,1,1,1,1,1,1,2,2,1,1
539,3,3,4,6,2,3,3,1,3,1,3,2,3,2,1,4,1,1,2,1,1,2
540,1,3,4,8,1,3,3,1,3,1,2,1,2,3,1,2,1,1,2,2,2,1
541,4,3,3,2,2,3,4,4,3,4,4,2,2,1,2,2,1,2,2,2,1,2
542,2,3,4,6,3,5,4,4,3,4,3,2,2,2,1,2,1,1,2,2,1,1
543,3,3,4,6,2,3,1,2,3,1,2,2,2,2,1,4,2,1,2,2,1,1
544,4,3,2,2,1,3,4,4,3,4,2,2,2,2,2,4,1,1,2,2,1,2
545,2,3,3,2,1,3,5,4,3,2,2,2,2,1,2,2,2,1,2,2,1,1
546,4,3,2,2,2,3,1,4,3,4,1,2,2,2,1,2,1,2,2,1,1,2
547,4,3,4,8,1,3,2,3,3,1,1,2,1,2,1,2,2,1,2,2,1,2
548,2,3,1,8,1,3,1,4,3,4,2,1,1,2,1,4,1,1,2,1,1,1
549,4,3,2,3,3,5,2,2,3,1,4,2,2,1,2,2,1,2,2,2,1,2
550,4,3,2,9,1,5,2,4,3,4,2,1,2,2,2,2,1,1,2,1,1,2
551,4,2,1,8,1,2,4,2,3,4,3,2,1,2,1,4,2,1,2,2,1,2
552,2,3,4,8,3,3,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1
553,1,3,2,2,1,1,3,4,3,1,1,2,2,2,1,2,1,1,2,2,1,2
554,1,2,4,5,1,3,2,4,3,4,3,2,2,2,2,1,1,2,2,1,1,2
555,1,3,4,8,1,3,3,2,3,1,1,1,3,2,1,2,1,1,2,2,1,1
556,1,3,5,2,2,1,3,3,3,3,1,2,2,2,2,2,1,1,2,1,1,1
557,4,3,5,2,3,5,1,1,3,4,3,2,1,2,2,2,1,2,2,1,1,1
558,2,3,1,6,2,3,2,3,3,4,1,2,1,2,1,2,1,1,2,2,1,1
559,1,3,2,6,1,3,3,2,3,2,2,2,2,2,2,4,1,1,2,2,1,1
560,2,3,4,3,2,5,4,4,3,4,4,2,1,1,1,2,2,2,2,2,1,2
561,2,3,1,8,1,3,2,4,2,4,1,1,1,3,1,4,1,1,2,2,1,1
562,3,2,3,8,1,3,3,2,3,1,3,2,1,2,1,2,1,1,2,1,1,2
563,1,3,4,2,3,5,1,1,3,4,4,2,2,1,1,2,1,2,2,2,1,1
564,1,3,3,1,2,5,1,4,3,2,3,2,1,2,2,1,1,2,2,2,1,2
565,1,3,3,8,1,1,2,3,3,2,3,1,2,3,2,2,1,2,2,1,1,2
566,2,3,4,2,1,3,2,2,3,3,1,2,2,2,1,2,1,1,2,2,1,1
567,4,3,2,8,2,4,4,2,3,2,1,2,2,2,1,2,1,1,2,2,1,2
568,1,3,4,8,2,5,2,4,3,1,1,2,2,2,2,2,2,2,2,2,1,2
569,2,3,4,8,3,3,1,3,3,2,1,2,2,2,1,2,1,2,2,1,1,1
570,2,3,4,6,2,3,3,4,3,4,2,1,2,3,1,4,1,2,2,1,1,1
571,4,3,2,8,3,3,2,3,1,2,1,2,2,2,1,2,1,1,2,2,1,2
572,4,3,4,3,3,5,5,2,3,4,3,2,2,3,1,1,1,2,2,1,1,2
573,2,3,4,1,1,3,1,4,3,4,3,1,2,2,1,4,1,1,2,1,1,2
574,1,2,4,8,1,3,4,4,3,4,1,2,2,2,2,4,1,1,2,2,1,2
575,4,3,2,6,2,3,2,2,1,3,1,1,1,2,2,2,1,1,2,1,1,2
576,1,3,4,8,2,3,2,2,3,1,2,2,2,2,1,2,1,1,2,1,1,2
577,4,3,2,5,1,5,1,3,3,2,1,2,2,2,2,2,1,2,2,1,1,2
578,1,3,2,2,2,3,3,4,3,4,1,2,2,2,2,2,1,1,2,2,1,1
579,4,3,4,10,1,3,3,4,3,3,1,2,2,2,2,4,1,1,2,2,2,2
580,1,3,2,2,1,3,4,3,2,3,2,2,1,2,2,2,1,1,2,2,1,1
581,1,3,2,2,2,3,3,1,3,3,2,2,1,2,2,4,2,1,2,2,1,2
582,4,2,4,6,1,3,1,4,3,2,2,2,2,3,1,2,1,1,2,1,1,2
583,1,3,4,9,2,3,3,4,3,1,4,2,2,3,1,4,1,1,2,2,1,1
584,4,3,4,2,2,5,4,4,3,4,4,2,2,1,1,1,1,2,2,1,1,2
585,2,3,4,6,2,3,1,1,3,4,2,1,1,3,1,2,1,1,2,1,1,1
586,2,2,2,2,2,3,1,2,3,2,2,2,2,3,2,2,2,1,2,2,1,2
587,2,3,4,6,1,3,1,4,2,1,3,1,2,2,1,4,1,1,2,2,1,2
588,2,3,4,4,1,3,1,4,3,3,2,2,2,2,1,4,1,2,2,2,2,1
589,2,3,2,6,2,3,4,3,3,3,3,2,2,2,2,2,1,1,2,2,1,1
590,2,3,2,8,1,3,2,4,3,3,2,2,2,2,4,4,1,2,2,1,1,2
591,1,3,3,2,1,5,1,4,3,4,1,2,2,3,2,2,1,2,2,1,1,2
592,4,3,4,1,1,4,4,4,3,4,2,2,1,2,1,4,1,1,2,1,1,2
593,1,3,4,2,2,3,1,3,3,4,3,1,2,3,1,4,1,2,2,1,1,1
594,2,3,1,7,1,5,4,4,3,3,1,2,3,2,1,1,1,2,2,2,1,1
595,1,2,1,2,1,1,3,1,3,1,3,2,3,2,1,4,1,1,2,1,1,1
596,2,3,4,2,1,3,2,4,3,4,1,1,2,3,2,2,1,1,2,1,1,1
597,1,3,5,1,2,3,1,1,3,4,2,2,2,2,3,4,1,2,2,2,1,1
598,4,3,2,2,2,3,2,2,3,2,3,2,1,2,2,2,1,1,2,2,1,1
599,4,3,3,1,2,3,1,1,3,2,4,2,2,1,1,2,1,1,2,2,1,2
