,age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
1585,9,3,3,3,14,1,5,2,1,1,4,2,2
1586,2,3,3,5,3,4,5,2,1,1,3,2,1
1587,11,3,8,1,12,2,5,1,1,1,2,2,1
1588,8,4,9,3,3,1,5,2,1,1,4,2,2
1589,6,6,3,3,1,1,5,2,1,1,3,2,2
1590,5,3,8,3,3,1,5,2,1,1,3,2,1
1591,2,3,9,5,8,5,5,2,1,1,2,1,1
1592,2,5,10,5,5,3,5,2,1,1,4,2,1
1593,8,3,5,3,7,1,5,2,1,1,3,2,1
1594,3,3,9,5,9,2,5,1,1,1,3,1,1
1595,6,3,3,3,4,1,5,2,1,1,3,2,1
1596,3,3,5,3,11,1,5,2,1,1,4,2,1
1597,8,3,1,3,4,1,5,2,1,1,3,2,2
1598,5,3,5,3,1,1,5,2,1,1,3,2,1
1599,2,3,5,1,7,2,5,2,1,1,3,2,1
1600,5,3,3,5,4,2,3,2,1,1,3,2,2
1601,7,3,3,1,4,3,5,2,1,1,3,2,1
1602,9,3,5,3,6,3,5,2,1,1,3,2,1
1603,6,3,8,3,1,6,5,1,1,1,3,2,1
1604,11,5,5,3,5,1,5,2,1,1,3,2,1
1605,5,6,8,1,1,5,5,1,1,1,3,2,1
1606,3,3,8,1,8,5,5,1,1,1,2,2,1
1607,5,3,8,3,12,1,5,2,1,1,3,2,1
1608,6,2,5,3,11,4,5,2,1,1,3,2,2
1609,3,2,5,5,6,4,1,2,1,1,2,2,1
1610,3,3,3,5,12,4,4,2,1,1,3,2,1
1611,3,3,4,5,10,2,5,1,1,1,4,2,1
1612,3,3,5,3,14,1,5,2,1,1,4,2,1
1613,7,4,8,3,12,1,5,2,1,1,3,2,1
1614,3,2,3,5,10,2,5,1,1,1,4,2,1
1615,8,2,5,3,14,1,4,2,1,1,3,1,2
1616,3,3,9,5,6,3,5,2,1,1,3,2,1
1617,3,3,1,5,1,2,5,2,1,1,3,2,1
1618,10,3,5,3,3,1,5,2,1,1,3,2,1
1619,12,3,5,7,9,2,5,1,1,1,2,2,1
1620,3,3,5,5,4,4,5,2,1,1,3,2,1
1621,5,3,8,3,3,1,5,2,1,1,4,2,1
1622,3,3,5,1,3,2,5,2,1,1,3,2,1
1623,7,3,6,1,10,2,5,2,1,1,4,2,1
1624,9,3,3,3,10,1,5,2,1,1,3,2,2
1625,8,4,7,3,10,1,5,2,1,1,3,2,2
1626,2,3,5,3,7,6,3,1,1,1,3,2,1
1627,5,1,3,3,10,1,5,2,1,1,3,2,1
1628,9,3,5,1,7,3,3,2,1,1,3,2,1
1629,5,6,8,3,14,1,3,2,1,1,4,2,1
1630,7,3,8,5,4,2,5,1,1,2,4,2,1
1631,5,3,3,3,4,1,5,2,1,1,3,2,2
1632,2,3,8,5,12,5,5,2,1,1,4,2,1
1633,8,1,3,3,4,6,5,1,1,1,3,2,1
1634,2,3,5,5,12,4,5,1,1,1,3,2,1
1635,7,6,6,3,4,1,5,2,1,1,4,2,2
1636,6,3,5,3,4,1,5,2,1,1,3,2,1
1637,2,3,9,5,8,4,5,1,1,1,3,2,1
1638,9,3,9,3,13,6,3,1,1,1,3,2,1
1639,7,3,5,1,1,3,5,1,1,1,3,2,1
1640,7,3,10,5,1,4,5,1,1,1,2,2,1
1641,7,3,5,1,5,2,5,2,1,1,4,2,1
1642,5,3,5,1,6,4,5,2,1,1,3,2,1
1643,4,2,9,6,8,5,3,1,1,1,3,2,1
1644,7,3,5,3,3,1,5,2,1,1,3,2,1
1645,6,3,5,3,14,1,5,2,1,1,4,2,1
1646,7,3,3,5,4,2,5,1,1,1,3,2,1
1647,12,3,9,3,11,1,5,2,1,1,3,1,1
1648,3,1,3,5,10,2,5,2,1,1,3,2,2
1649,7,4,5,3,12,6,5,1,1,1,3,2,1
1650,2,3,5,5,14,4,3,2,1,1,3,2,1
1651,11,3,5,7,3,2,5,2,1,1,4,2,1
1652,10,3,5,5,1,2,3,1,1,1,3,2,1
1653,5,3,5,5,3,5,5,2,1,1,3,2,1
1654,4,3,5,3,3,1,5,2,1,1,3,2,1
1655,5,6,5,3,1,1,5,2,1,1,3,2,1
1656,6,1,8,3,1,6,1,1,1,1,3,2,2
1657,2,2,5,5,8,2,5,1,1,1,2,2,1
1658,7,3,5,5,7,4,3,1,1,1,3,2,1
1659,7,3,1,3,3,1,5,2,1,1,3,2,2
1660,2,3,8,5,1,2,5,1,1,1,2,2,1
1661,5,2,1,5,13,2,5,1,1,1,3,2,1
1662,2,3,8,5,8,2,5,1,1,1,2,2,1
1663,7,3,3,3,10,6,5,1,1,3,1,2,2
1664,4,3,5,5,11,2,5,2,1,1,3,2,1
1665,11,6,6,7,10,2,5,1,1,1,1,2,1
1666,4,3,6,3,10,1,5,2,1,1,4,2,1
1667,4,5,7,3,10,1,2,2,1,1,3,1,2
1668,7,3,5,1,8,2,5,2,1,1,3,1,1
1669,2,3,8,1,1,2,5,2,1,1,4,2,1
1670,4,3,8,1,10,2,1,2,1,1,3,2,1
1671,6,3,3,5,10,2,5,1,1,1,3,2,1
1672,6,3,1,3,10,6,5,1,1,1,3,2,2
1673,2,3,5,5,12,2,5,1,1,1,2,2,1
1674,7,3,5,1,8,2,5,1,1,1,2,2,1
1675,9,4,5,3,4,3,2,1,1,1,2,1,1
1676,6,6,4,1,10,5,3,1,1,1,3,1,1
1677,5,5,8,3,3,1,5,2,1,1,3,2,2
1678,4,3,9,3,8,1,5,2,1,1,3,1,1
1679,6,3,5,6,8,2,5,1,1,1,3,2,1
1680,6,3,6,3,4,1,5,2,3,1,4,2,2
1681,4,3,9,5,12,5,5,1,1,1,3,2,1
1682,9,3,5,3,8,1,5,2,1,1,3,2,1
1683,4,3,5,3,7,1,5,2,1,1,3,2,1
1684,7,3,8,3,3,1,5,2,1,1,3,2,2
1685,6,6,5,3,1,6,5,1,1,1,3,2,2
1686,9,1,2,7,1,5,3,1,1,1,3,2,1
1687,2,3,5,5,12,5,5,1,1,1,4,2,1
1688,4,3,3,5,10,2,5,2,1,1,3,2,1
1689,4,3,3,3,4,1,2,2,1,1,3,1,2
1690,3,3,5,5,3,2,5,2,1,1,3,2,1
1691,5,3,3,3,10,6,5,1,1,1,3,2,2
1692,5,3,5,5,7,5,5,2,1,1,3,2,1
1693,7,3,5,1,14,2,5,2,1,1,3,2,1
1694,6,3,5,5,7,5,3,1,1,1,3,2,1
1695,5,3,3,3,10,1,5,2,1,1,3,2,2
1696,2,2,8,5,4,2,5,1,1,1,3,2,1
1697,4,3,3,3,4,1,5,2,1,1,4,2,2
1698,3,3,8,3,5,1,5,2,1,1,4,2,1
1699,3,6,3,3,10,1,5,2,1,1,3,1,2
1700,7,3,8,1,14,5,5,2,1,1,3,2,1
1701,3,3,3,5,1,2,5,1,1,1,4,2,1
1702,2,3,8,5,12,2,5,1,1,1,2,2,1
1703,4,2,3,5,10,2,5,1,1,1,3,2,1
1704,7,5,1,1,13,2,5,1,1,1,3,2,1
1705,2,3,8,5,11,2,5,2,1,1,2,2,1
1706,9,1,9,5,10,2,5,2,1,1,3,2,1
1707,2,4,1,5,12,2,5,2,1,1,4,2,1
1708,4,3,10,4,5,3,5,2,1,1,3,1,1
1709,11,2,10,7,8,2,5,1,1,1,1,2,1
1710,2,3,8,5,7,4,5,2,1,1,3,2,1
1711,2,3,5,5,6,4,5,2,1,1,3,2,1
1712,3,3,10,5,6,2,5,2,1,1,3,1,1
1713,5,3,5,3,6,1,3,2,1,1,3,2,2
1714,4,3,3,5,13,2,5,1,1,1,3,2,1
1715,4,6,3,6,10,2,5,1,1,1,3,2,1
1716,4,3,3,5,4,2,5,1,1,1,3,2,1
1717,5,4,5,3,4,1,5,2,1,1,4,2,2
1718,7,3,5,1,12,5,5,1,1,1,4,2,1
1719,5,3,2,1,10,5,3,1,1,1,3,2,1
1720,3,3,2,5,10,4,5,1,1,1,3,2,1
1721,2,3,5,5,8,4,3,1,1,1,2,2,1
1722,1,3,9,5,12,2,5,1,1,1,1,2,1
1723,6,3,3,3,14,1,5,2,1,1,4,2,2
1724,3,3,3,5,10,2,2,2,1,1,4,1,2
1725,2,3,5,5,6,4,5,2,1,1,2,2,1
1726,5,3,9,1,14,5,5,2,1,1,3,2,1
1727,3,3,5,5,3,4,5,2,1,1,3,2,1
1728,6,3,8,5,8,5,5,1,1,1,2,2,1
1729,2,5,8,5,3,4,5,2,1,2,3,2,1
1730,6,3,5,3,4,1,5,2,1,1,4,2,1
1731,7,3,5,3,12,1,5,2,1,1,4,2,2
1732,4,3,5,1,6,4,5,2,1,1,3,2,1
1733,6,3,3,3,10,1,5,2,1,1,4,2,2
1734,2,3,8,5,12,2,5,2,1,1,3,2,1
1735,5,3,5,5,8,5,3,1,1,1,3,2,1
1736,5,3,5,3,3,1,5,2,1,1,3,2,1
1737,5,3,5,5,4,4,5,1,1,1,4,2,1
1738,6,3,8,3,12,1,5,2,1,1,3,2,1
1739,7,1,3,3,1,1,2,2,1,1,3,1,2
1740,3,3,8,4,12,2,5,1,1,1,3,2,1
1741,8,2,6,3,10,6,3,1,1,2,3,2,2
1742,7,3,10,5,7,5,5,1,1,1,3,1,1
1743,5,3,3,1,9,5,5,1,1,1,3,2,1
1744,7,3,3,3,12,1,5,2,1,3,4,2,2
1745,11,5,5,5,5,3,5,2,1,1,2,2,1
1746,9,3,10,3,7,1,3,2,1,1,3,2,1
1747,3,3,5,5,7,5,3,2,1,1,3,2,1
1748,4,3,5,5,6,4,3,1,3,1,3,2,2
1749,8,5,8,1,1,2,5,2,1,1,3,2,1
1750,4,3,3,5,1,4,5,2,1,3,3,2,2
1751,2,3,8,5,8,4,5,2,1,1,2,2,1
1752,9,5,3,3,12,1,5,2,1,1,4,2,2
1753,2,1,8,5,6,2,5,1,1,1,2,2,1
1754,4,5,5,5,3,2,5,2,1,1,3,2,1
1755,7,3,8,3,4,1,5,2,1,1,3,1,2
1756,8,3,5,1,1,2,5,1,1,1,3,2,1
1757,13,3,9,3,14,1,5,2,1,1,3,2,1
1758,5,4,8,3,10,1,5,2,1,1,4,2,2
1759,8,3,5,7,4,2,5,1,1,1,3,1,1
1760,4,3,5,3,7,1,5,2,1,1,3,2,1
1761,2,3,5,5,7,4,5,2,1,1,3,2,1
1762,2,3,8,5,4,5,5,1,1,1,3,2,1
1763,6,5,3,3,1,6,5,1,1,1,3,2,2
1764,4,3,6,3,10,1,5,2,1,1,3,2,2
1765,6,3,3,1,8,5,2,1,1,1,3,1,1
1766,9,3,5,3,12,6,3,1,1,1,3,2,1
1767,7,3,9,1,14,2,5,2,1,1,4,2,1
1768,9,3,5,3,3,1,5,2,1,1,3,2,2
1769,4,3,3,3,11,1,5,2,1,1,3,2,1
1770,2,3,5,5,8,4,5,2,1,1,2,2,1
1771,11,3,2,7,1,2,5,1,1,1,4,2,1
1772,5,3,3,3,4,1,5,2,1,2,4,2,2
1773,9,3,5,3,14,1,5,2,1,1,3,2,1
1774,2,3,8,5,12,2,5,1,1,1,3,2,1
1775,10,3,5,3,4,1,2,2,1,1,3,2,2
1776,3,3,5,1,7,2,3,2,1,1,3,2,1
1777,3,5,8,3,10,1,1,2,1,1,3,2,1
1778,8,3,5,3,4,1,5,2,1,1,3,2,1
1779,6,1,5,3,1,6,3,1,1,2,3,2,2
1780,9,2,6,3,4,6,5,1,1,1,3,2,2
1781,3,3,8,5,3,2,5,2,1,3,3,2,2
1782,5,3,3,5,12,2,5,1,1,1,2,2,1
1783,5,3,5,1,1,2,5,1,1,1,3,2,1
1784,6,3,3,1,10,2,5,1,1,1,3,2,1
1785,9,3,5,3,7,1,5,2,1,1,3,2,2
1786,6,3,5,1,1,5,5,1,1,1,3,2,1
1787,7,1,3,3,1,1,5,2,1,1,3,2,1
1788,10,3,8,3,7,1,5,2,1,1,4,2,1
1789,6,3,5,5,4,2,5,1,1,1,4,2,1
1790,5,5,8,3,12,1,5,2,1,1,4,2,2
1791,3,2,1,3,11,1,5,2,1,1,4,2,2
1792,8,2,9,5,5,2,3,1,1,1,3,2,1
1793,2,3,5,5,8,4,5,1,1,1,3,2,1
1794,8,3,9,6,8,5,3,1,1,1,3,2,1
1795,6,3,5,3,4,1,2,2,1,1,4,1,2
1796,6,3,5,3,3,1,5,2,1,1,3,2,1
1797,6,3,10,3,5,1,5,2,1,1,3,1,1
1798,5,4,9,3,3,1,5,2,1,1,3,2,1
1799,2,5,3,5,10,4,5,2,1,1,2,2,1
1800,4,3,5,3,3,1,5,2,1,1,3,2,1
1801,9,3,8,1,4,2,5,1,1,1,3,2,1
1802,9,3,8,7,8,2,3,1,1,1,3,2,1
1803,2,3,5,5,3,5,3,1,1,1,3,2,1
1804,5,3,8,3,10,1,5,2,1,1,4,2,2
1805,3,3,3,5,13,2,5,2,1,1,3,2,1
1806,6,3,5,3,14,1,5,2,1,1,4,2,1
1807,2,3,8,5,3,4,5,2,1,1,3,2,1
1808,3,3,5,5,3,4,5,2,1,1,4,2,1
1809,2,2,8,5,1,4,5,1,1,1,2,2,1
1810,2,3,5,5,8,3,5,1,1,1,3,2,1
1811,6,6,4,3,10,6,5,1,1,1,3,2,2
1812,2,3,8,5,14,3,5,2,1,1,3,2,1
1813,7,3,5,1,8,5,3,1,1,1,3,2,1
1814,10,2,6,3,10,1,5,2,1,1,3,2,2
1815,7,4,8,3,3,1,5,2,1,1,4,2,1
1816,8,2,3,3,10,1,5,2,1,2,3,2,2
1817,6,4,8,3,4,1,5,2,1,1,4,2,1
1818,4,3,5,6,3,5,5,2,1,1,4,2,1
1819,7,2,1,5,4,2,3,1,1,1,3,2,1
1820,9,3,5,3,4,1,5,2,1,1,3,2,2
1821,2,3,5,5,8,5,1,1,1,1,3,2,1
1822,3,3,2,5,13,2,5,2,1,1,3,2,2
1823,8,2,6,3,10,1,5,2,1,1,3,2,1
1824,8,3,7,3,10,1,5,2,1,2,3,2,2
1825,8,6,1,3,10,6,3,1,1,1,3,2,1
1826,7,2,3,1,10,5,5,1,1,1,3,2,1
1827,4,4,9,3,3,1,5,2,1,1,3,2,1
1828,6,3,3,3,14,1,5,2,1,1,3,2,1
1829,3,3,5,5,3,2,5,2,1,1,3,2,1
1830,11,5,1,3,4,1,5,2,1,1,4,2,1
1831,2,3,8,5,12,2,5,2,1,1,4,2,1
1832,3,3,9,1,6,4,5,2,1,1,3,2,1
1833,11,3,5,3,6,1,5,2,1,1,2,2,1
1834,2,4,3,5,12,4,5,2,1,1,4,2,1
1835,3,3,8,5,6,3,5,2,1,1,2,1,1
1836,4,3,9,5,1,4,5,2,1,1,3,2,1
1837,6,3,3,1,8,2,5,1,1,1,4,2,1
1838,5,3,3,3,4,1,5,2,1,1,3,2,1
1839,3,3,5,3,8,1,5,2,1,1,3,2,1
1840,5,2,3,1,8,4,5,2,1,1,3,2,1
1841,6,6,8,3,4,1,5,2,1,1,3,2,1
1842,4,3,8,5,8,2,5,2,1,1,3,2,1
1843,8,3,10,3,5,1,5,2,1,1,3,2,1
1844,6,3,8,1,1,5,5,1,1,1,3,2,1
1845,11,3,10,7,9,2,3,1,1,2,3,2,1
1846,2,6,8,5,8,2,1,1,1,1,4,2,1
1847,11,2,5,1,1,2,5,1,1,1,2,2,2
1848,2,3,8,3,12,1,5,2,1,1,3,2,1
1849,3,3,7,3,10,1,5,2,1,1,4,2,1
1850,2,3,3,5,12,4,2,1,1,1,4,1,1
1851,5,3,6,3,13,1,5,2,1,1,4,2,2
1852,8,3,3,3,4,1,5,2,1,1,3,2,2
1853,2,3,5,5,8,3,5,1,1,1,1,1,1
1854,10,3,9,7,1,4,3,1,1,1,3,2,1
1855,3,5,9,5,12,4,5,2,1,1,4,2,1
1856,6,3,3,5,8,4,5,1,1,1,3,2,1
1857,3,3,9,5,14,2,5,2,1,1,3,2,1
1858,6,3,8,3,14,1,5,2,1,1,4,2,2
1859,10,6,3,3,10,1,5,2,1,1,3,2,2
1860,3,3,6,5,10,2,5,1,1,1,1,2,1
1861,4,3,3,5,4,3,5,2,1,1,3,2,1
1862,2,2,5,5,1,4,5,2,1,1,2,2,1
1863,10,3,5,6,1,5,3,1,1,1,2,2,1
1864,3,3,5,3,12,1,5,2,1,1,3,2,1
1865,4,5,2,3,5,1,5,2,1,1,4,2,2
1866,8,3,5,3,3,1,5,2,1,1,3,2,1
1867,7,3,9,3,7,1,3,2,1,1,4,2,1
1868,5,3,5,1,13,5,5,1,1,1,3,2,1
1869,6,3,8,1,3,5,5,1,1,1,3,1,1
1870,6,3,10,3,3,1,2,2,1,1,3,1,1
1871,3,3,8,5,6,4,3,2,1,1,3,2,1
1872,9,5,2,3,12,6,5,1,1,1,2,2,1
1873,6,3,3,3,10,6,5,1,1,1,2,2,2
1874,4,3,3,5,3,2,5,2,1,1,4,2,1
1875,5,3,5,5,3,4,5,2,1,1,3,2,1
1876,12,3,10,7,8,2,5,1,1,1,3,2,1
1877,4,1,1,3,1,1,5,2,1,1,3,2,1
1878,7,3,2,3,3,1,5,2,1,1,3,2,1
1879,6,3,10,3,14,1,5,2,1,1,3,1,1
1880,7,3,5,7,4,2,5,2,1,1,3,2,2
1881,3,3,5,5,8,2,5,2,1,1,4,2,1
1882,4,3,3,3,1,6,5,1,1,1,3,2,1
1883,7,3,3,5,1,2,5,1,1,1,3,2,2
1884,4,5,3,5,10,2,5,2,1,2,2,2,1
1885,3,3,3,3,10,1,5,2,1,1,4,2,2
1886,7,1,3,3,4,1,5,2,1,2,4,2,2
1887,4,3,5,5,7,2,5,2,1,1,3,2,1
1888,11,3,7,4,3,2,5,2,1,1,3,1,2
1889,1,3,9,5,6,4,5,2,1,1,1,2,1
1890,9,3,3,7,3,2,5,2,1,1,3,2,2
1891,9,3,8,5,1,4,5,1,1,1,3,2,1
1892,5,5,8,5,12,4,5,2,1,1,3,2,1
1893,10,3,5,3,14,1,5,2,1,1,3,2,1
1894,3,3,5,3,7,1,5,2,1,1,3,2,1
1895,4,3,5,1,1,5,5,1,1,1,3,2,1
1896,3,3,3,3,4,1,5,2,1,1,4,2,1
1897,4,3,5,6,7,2,5,1,1,1,3,2,1
1898,7,6,3,1,4,5,5,2,1,1,3,2,1
1899,4,3,5,5,3,2,3,2,1,1,3,2,1
1900,3,3,2,5,1,2,5,1,1,1,3,2,1
1901,2,3,8,5,12,4,5,2,1,1,1,2,1
1902,5,3,7,3,10,6,5,1,1,1,4,2,2
1903,11,3,6,1,10,2,5,1,1,1,3,2,1
1904,3,2,5,4,12,4,3,1,1,1,3,2,1
1905,4,3,8,5,4,4,5,2,1,1,3,2,1
1906,11,3,5,5,1,2,3,1,1,1,3,2,1
1907,2,3,3,5,12,4,5,1,1,1,1,2,1
1908,3,3,5,5,8,5,3,1,1,1,3,1,1
1909,6,3,5,1,12,4,5,1,1,1,2,2,1
1910,3,2,3,3,10,1,5,2,1,1,4,2,2
1911,4,3,3,1,4,5,5,1,1,1,3,2,1
1912,10,3,10,7,12,2,5,1,1,1,3,1,1
1913,3,1,5,3,1,1,3,2,1,1,3,2,1
1914,3,3,5,1,4,2,5,1,1,1,3,2,1
1915,12,5,10,3,8,1,5,2,1,1,3,2,1
1916,5,3,3,3,12,1,5,2,1,1,3,2,2
1917,4,6,8,1,8,5,5,1,1,1,4,2,2
1918,5,3,6,5,10,2,5,2,1,1,3,2,1
1919,2,3,5,5,3,3,4,2,1,1,3,2,1
1920,5,4,8,3,8,6,5,1,1,1,2,2,2
1921,7,3,3,3,4,1,5,2,1,1,3,2,2
1922,2,3,2,5,12,4,5,1,1,1,2,2,1
1923,3,3,3,3,4,6,5,1,1,1,3,2,2
1924,14,5,3,7,5,2,5,2,1,1,2,2,1
1925,2,3,5,5,8,4,5,2,1,1,2,2,1
1926,5,5,5,3,4,1,5,2,1,1,4,2,2
1927,6,1,1,3,11,1,5,2,1,1,4,2,1
1928,8,3,5,3,3,1,5,2,1,1,3,2,2
1929,8,3,5,7,12,2,5,1,1,1,3,2,1
1930,2,3,9,5,12,4,5,1,1,1,1,2,1
1931,8,3,5,1,14,2,5,2,1,1,3,2,1
1932,2,3,8,5,12,4,5,1,1,1,2,2,1
1933,2,3,9,5,12,3,5,1,1,1,3,1,1
1934,2,2,8,5,7,2,5,2,1,1,3,2,1
1935,5,3,6,3,10,6,5,1,1,1,1,2,2
1936,5,3,9,3,3,1,3,2,1,1,2,2,1
1937,4,3,6,3,10,1,2,2,1,1,3,2,2
1938,4,5,5,5,3,5,5,2,1,1,4,2,1
1939,10,3,5,3,4,1,5,2,1,1,4,2,1
1940,6,3,3,5,7,2,3,2,1,1,3,2,1
1941,11,3,5,7,9,2,5,1,1,1,1,2,1
1942,4,3,5,3,12,1,5,2,1,1,3,2,1
1943,5,3,5,1,8,5,3,1,1,1,3,1,1
1944,8,3,8,3,4,1,5,2,1,1,4,2,2
1945,8,3,5,1,3,2,5,2,1,1,3,2,1
1946,2,3,9,5,3,5,5,2,1,1,2,2,1
1947,10,3,8,5,1,2,5,1,1,1,3,2,1
1948,4,3,6,5,10,4,5,1,1,2,3,2,1
1949,5,3,6,3,10,1,5,2,1,1,3,2,2
1950,2,3,8,5,10,4,5,2,1,1,3,2,1
1951,5,3,5,1,1,5,5,1,1,1,3,2,1
1952,3,3,5,1,1,5,5,1,1,1,2,2,1
1953,8,3,3,5,12,3,5,1,1,1,2,2,1
1954,6,3,5,1,12,5,5,1,1,1,3,2,1
1955,3,3,3,3,4,1,5,2,1,1,4,2,2
1956,6,3,2,1,4,5,1,1,1,1,3,2,1
1957,6,3,3,3,10,1,5,2,1,1,4,2,1
1958,2,3,5,5,8,4,5,2,1,1,2,2,1
1959,11,3,5,7,13,5,5,1,1,1,1,2,1
1960,3,3,8,5,13,4,5,1,1,1,3,2,1
1961,9,3,5,1,3,2,5,1,1,2,3,2,1
1962,8,1,5,3,4,1,5,2,1,1,3,2,2
1963,6,2,3,3,12,1,5,2,1,1,3,2,1
1964,3,3,5,5,1,2,5,1,1,1,3,2,1
1965,5,3,5,3,5,1,5,2,1,1,3,2,1
1966,5,4,5,3,4,1,5,2,1,1,3,2,1
1967,9,1,8,3,1,1,5,2,1,1,3,2,2
1968,2,3,5,5,12,4,2,2,1,1,1,2,1
1969,8,3,9,3,7,1,5,2,1,1,3,2,1
1970,6,3,5,1,12,2,2,1,1,1,3,2,1
1971,3,3,10,5,5,5,3,2,1,1,3,1,1
1972,10,3,9,3,7,1,5,2,1,2,3,2,1
1973,7,3,8,3,14,1,5,2,1,1,3,2,1
1974,8,5,5,3,12,1,5,2,1,1,4,2,1
1975,9,3,5,3,12,1,5,2,1,1,3,2,2
1976,6,3,5,5,1,2,5,1,1,1,3,2,1
1977,12,4,7,3,10,1,5,2,1,3,3,2,2
1978,2,3,3,5,12,5,5,1,1,1,2,2,1
1979,7,3,5,6,12,2,5,1,1,1,3,2,1
1980,8,3,5,1,6,5,5,1,1,1,2,2,1
1981,7,3,8,3,10,1,5,2,1,1,3,2,2
1982,6,3,1,5,3,5,5,1,1,1,3,2,1
1983,6,3,3,3,10,1,5,2,1,1,3,2,2
1984,8,2,8,3,1,1,5,2,1,1,3,2,2
1985,4,3,5,1,12,2,5,1,1,1,3,2,1
1986,5,3,3,3,12,1,5,2,1,1,3,2,2
1987,9,3,5,1,12,5,5,1,1,1,3,2,1
1988,5,3,5,3,3,1,5,2,1,1,3,2,1
1989,2,3,8,5,1,4,5,1,1,1,2,2,1
1990,3,3,6,5,4,2,5,2,1,1,3,2,1
1991,3,3,5,3,7,1,5,2,1,1,3,2,1
1992,8,6,3,3,10,1,3,2,1,1,3,2,1
1993,4,3,5,3,8,6,5,1,1,1,2,2,1
1994,3,3,5,5,3,2,5,2,1,1,3,2,1
1995,5,6,2,5,3,2,5,2,1,1,3,2,1
1996,6,3,8,3,3,1,5,2,1,1,3,2,1
1997,6,5,3,5,12,4,5,2,1,1,3,2,1
1998,7,4,7,3,10,1,5,2,1,1,3,2,2
1999,7,3,7,3,10,1,5,2,3,1,4,2,2
2000,7,1,3,3,1,1,5,2,1,1,3,2,2
2001,5,3,6,1,4,2,5,1,1,1,3,2,1
2002,5,3,5,3,4,1,3,2,1,1,3,2,2
2003,5,4,7,3,10,1,5,2,1,1,3,1,2
2004,3,3,9,1,8,2,5,1,1,1,3,2,1
2005,1,3,9,5,6,4,5,2,1,1,1,2,1
2006,3,1,5,5,1,4,5,2,1,1,3,2,1
2007,12,2,5,1,4,5,5,1,1,1,1,2,1
2008,3,3,8,5,12,4,5,2,1,1,3,2,1
2009,4,3,8,5,3,2,5,2,1,1,3,2,1
2010,5,2,5,5,12,4,3,2,1,1,3,2,1
2011,5,5,5,3,3,1,5,2,1,1,3,2,1
2012,5,3,5,3,3,1,5,2,1,1,3,2,2
2013,6,1,5,1,11,5,3,2,1,1,3,2,1
2014,7,3,3,3,10,1,5,2,1,1,3,2,2
2015,5,3,5,3,1,1,5,2,1,1,4,2,1
2016,6,5,5,3,3,1,5,2,1,1,3,2,1
2017,5,3,8,3,4,1,5,2,1,1,4,2,2
2018,5,3,5,5,4,5,3,1,1,1,3,2,1
2019,2,3,3,5,10,4,5,2,1,1,2,2,1
2020,7,3,6,3,4,1,5,2,1,2,4,2,2
2021,4,3,8,6,3,4,5,2,1,1,4,2,1
2022,2,2,5,5,10,2,5,2,1,1,3,2,1
2023,5,1,1,1,4,5,3,1,1,1,3,2,1
2024,4,5,5,5,12,4,5,2,1,1,4,2,1
2025,7,6,5,3,11,1,5,2,1,1,3,2,1
2026,7,3,3,3,8,1,5,2,1,1,3,2,1
2027,3,3,8,5,1,4,5,1,1,1,2,2,1
2028,7,4,8,3,12,1,5,2,1,1,3,2,2
2029,11,5,8,7,1,2,5,2,1,1,3,2,1
2030,3,3,5,5,10,2,5,2,1,3,3,2,2
2031,6,3,10,3,3,1,4,2,1,1,3,1,2
2032,3,3,3,5,10,2,5,2,1,2,4,2,2
2033,10,3,10,3,14,1,3,2,1,1,3,2,1
2034,4,3,5,6,8,2,5,1,1,1,3,1,1
2035,2,3,5,5,1,2,5,1,1,1,3,2,1
2036,6,3,5,3,3,1,5,2,1,1,3,2,1
2037,3,3,8,5,1,4,5,1,1,1,3,2,1
2038,7,3,5,3,12,1,5,2,1,1,4,2,1
2039,2,3,5,5,3,2,5,2,1,1,3,2,1
2040,4,3,3,5,10,2,5,2,1,1,4,2,1
2041,4,1,8,5,4,2,3,1,1,1,3,2,1
2042,2,3,5,7,3,4,5,2,1,1,3,2,1
2043,3,3,9,3,7,1,5,2,1,1,3,2,1
2044,6,3,5,1,9,5,5,1,1,1,4,1,1
2045,6,6,8,3,14,1,5,2,1,1,4,2,1
2046,8,3,3,3,12,1,5,2,1,1,3,2,2
2047,7,3,8,1,4,2,5,2,1,1,4,2,1
2048,7,3,8,3,4,1,5,2,1,1,3,2,2
2049,3,3,3,5,10,2,5,1,1,2,4,1,1
2050,5,3,3,3,12,1,5,2,1,2,3,2,2
2051,3,2,8,3,11,1,5,2,1,1,4,2,1
2052,10,4,7,3,4,1,5,2,3,1,3,2,2
2053,3,6,8,3,11,1,5,2,1,1,3,2,1
2054,7,3,9,1,8,2,5,1,1,1,3,2,1
2055,5,3,8,3,3,1,5,2,1,1,3,2,2
2056,3,3,5,5,7,2,5,2,1,1,3,2,1
2057,7,3,10,5,7,2,5,2,1,1,3,2,1
2058,2,3,9,5,8,4,5,1,1,1,2,2,1
2059,3,3,8,5,6,2,5,2,1,1,3,2,1
2060,5,3,5,3,12,1,5,2,1,1,4,2,2
2061,4,3,3,3,10,1,5,2,1,1,4,2,2
2062,3,6,8,6,1,2,5,1,1,1,3,2,1
2063,7,3,8,1,3,5,5,2,1,1,3,2,2
2064,2,3,5,5,5,2,5,2,1,1,4,2,1
